Company name,Ticker,Exchange,Sector,Industry,Date--Current fiscal year,Date--Latest Quarterly EPS,EPS Est Q0,EPS Est Q0-High,EPS Est Q0-Low,EPS Est Q0-Last month,EPS Est Q0-3 Months Ago,EPS Est Q0-Number,EPS Est Q0-Revisions up,EPS Est Q0-Revisions down,EPS Est Q0-Std. dev.,EPS Est Q1,EPS Est Q1-High,EPS Est Q1-Low,EPS Est Q1-Last month,EPS Est Q1-3 Months Ago,EPS Est Q1-Number,EPS Est Q1-Revisions up,EPS Est Q1-Revisions down,EPS Est Q1-Std. dev.,EPS Est Y0,EPS Est Y0-High,EPS Est Y0-Low,EPS Est Y0-Last month,EPS Est Y0-3 Months Ago,EPS Est Y0-Number,EPS Est Y0-Revisions up,EPS Est Y0-Revisions down,EPS Est Y0-Std. dev.,EPS Est Y1,EPS Est Y1-High,EPS Est Y1-Low,EPS Est Y1-Last month,EPS Est Y1-3 Months Ago,EPS Est Y1-Number,EPS Est Y1-Revisions up,EPS Est Y1-Revisions down,EPS Est Y1-Std. dev.,EPS Est Y2,EPS Est Y2-High,EPS Est Y2-Low,EPS Est Y2-Last month,EPS Est Y2-3 Months Ago,EPS Est Y2-Number,EPS Est Y2-Revisions up,EPS Est Y2-Revisions down,EPS Est Y2-Std. dev.,EPS Growth Est,EPS Growth Est-High,EPS Growth Est-Low,EPS Growth Est-Last month,EPS Growth Est-Number,EPS Growth Est-Revisions up,EPS Growth Est-Revisions down,EPS Growth Est-Std. dev.,Quarterly Surprise-Date,Quarterly Surprise-EPS,Quarterly Surprise-Difference,Quarterly Surprise-Est,Quarterly Surprise-Percent,Quarterly Surprise-Std. dev.,Quarterly Surprise-SUE Q1,Qtrly Surprise-Prior Qtr-Date,Qtrly Surprise-Prior Qtr-EPS,Qtrly Surprise-Prior Qtr-Difference,Qtrly Surprise-Prior Qtr-Est,Qtrly Surprise-Prior Qtr-Percent,Qtrly Surprise-Prior Qtr-Std. dev.,Qtrly Surprise-Prior Qtr-SUE,,
Banco Santander Brasil SA (ADR,BSBR,New York,Financials,Banks,12/31/2020,9/30/2020,0.166,1/0/1900,0.15,0.165,0.165,4,1,0,0.021,0.187,0.192,0.18,1/0/1900,0.172,3,3,0,0.006,0.658,0.677,0.64,0.661,0.661,2,1,0,0.026,0.751,0.81,0.65,0.717,0.717,4,3,0,0.07,0.844,0.96,0.76,0.83,0.827,4,2,0,0.088,8.2,8.2,8.2,5.1,1,1,0,NA,10/27/2020,0.097,-0.044,0.141,-31.2,0.022,-2,8/17/2020,1/0/1900,-0.01,0.107,-9.3,0.008,-1.3,,
Banco Santander SA (ADR),SAN,New York,Financials,Banks,12/31/2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.443,0.159,0.3,0.3,2,0,0,0.201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.517,-13.517,-13.517,-13.517,1,0,0,NA,2/3/2021,NA,0,NA,NA,NA,0,10/27/2020,NA,0,NA,NA,NA,0,,
Banco Santander-Chile (ADR),BSAC,New York,Financials,Banks,12/31/2021,12/31/2020,0.42,1/0/1900,0.32,0.424,0.338,5,0,1,0.14,0.46,0.68,0.34,1/0/1900,0.397,5,1,0,0.13,1.869,2.94,1.47,1.849,1.562,6,1,0,0.546,2.298,3.47,1.69,2.271,1.853,4,1,0,0.809,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,5.8,5.8,5.8,1,0,0,NA,2/4/2021,0.516,0.023,0.493,4.7,0.169,0.1,11/2/2020,1/0/1900,0.027,0.26,10.4,0.026,1,,
Bancolombia SA (ADR),CIB,New York,Financials,Banks,12/31/2020,9/30/2020,0.175,1/0/1900,0.112,0.177,0.112,5,1,0,0.105,0.333,0.57,0.082,1/0/1900,0.318,4,0,1,0.203,0.754,0.761,0.74,0.723,0.678,3,1,0,0.012,2.171,2.45,1.87,2.231,2.126,5,1,0,0.256,3.48,4.169,3.143,3.592,3.592,4,1,0,0.468,NA,NA,NA,NA,NA,NA,NA,NA,11/13/2020,0.3,0.036,0.264,13.6,0.191,0.2,8/6/2020,###############################################################################################################################################################################################################################################################,-0.579,0.499,-116,0.267,-2.2,,
Bancorp 34 Inc,BCTF,Over the counter,Financials,Banks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Bancorp Inc,TBBK,Nasdaq,Financials,Banks,12/31/2021,12/31/2020,0.42,1/0/1900,0.42,0.425,0.425,2,1,1,0,0.44,0.46,0.42,1/0/1900,0.415,2,2,0,0.028,1.72,1.75,1.69,1.67,1.67,2,2,0,0.042,1.975,2,1.95,1.96,1.96,2,1,1,0.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/28/2021,0.41,0.045,0.365,12.3,0.007,6.4,10/29/2020,1/0/1900,0.03,0.37,8.1,0.028,1.1,,
Bancorpsouth Bank,BXS,New York,Financials,Banks,12/31/2021,12/31/2020,0.633,1/0/1900,0.53,0.583,0.562,9,8,1,0.048,0.607,0.67,0.523,1/0/1900,0.54,9,8,2,0.041,2.391,2.702,2.25,2.185,2.078,9,8,2,0.143,2.409,2.598,2.22,2.296,2.217,9,6,1,0.126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/25/2021,0.69,0.068,0.622,10.9,0.041,1.7,10/19/2020,1/0/1900,0.155,0.535,29,0.094,1.6,,
Bandwidth Inc,BAND,Nasdaq,Technology,Telecommunications Services - Integrated,12/31/2020,9/30/2020,0.037,1/0/1900,0.03,0.037,0.037,9,0,0,0.007,0.021,0.09,-0.014,1/0/1900,0.021,8,0,0,0.033,0.452,0.46,0.44,0.452,0.452,9,0,0,0.007,0.355,0.51,0.21,0.355,0.355,9,0,0,0.122,0.86,1.242,0.65,0.86,0.86,5,0,0,0.224,NA,NA,NA,NA,NA,NA,NA,NA,10/29/2020,0.24,0.251,-0.011,NA,0.021,12,7/30/2020,1/0/1900,0.126,0.004,NA,0.005,25.2,,
Bank First Corp,BFC,Nasdaq,Financials,Banks,12/31/2021,12/31/2020,1.445,1/1/1900,1.44,1.38,1.38,2,2,0,0.007,1.25,1.28,1.22,1/1/1900,1.14,2,2,0,0.042,5.065,5.18,4.95,4.5,4.5,2,2,0,0.163,4.655,4.71,4.6,4.31,4.31,2,2,0,0.078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/19/2021,1.49,0.165,1.325,12.5,0.233,0.7,10/20/2020,1/1/1900,0.385,1.035,37.2,0.049,7.9,,
Bank of America Corp,BAC,New York,Financials,Banks,12/31/2021,12/31/2020,0.596,1/0/1900,0.52,0.547,0.527,20,13,3,0.045,0.637,0.75,0.56,1/0/1900,0.527,20,14,1,0.042,2.419,2.65,2.18,2.216,2.093,25,21,3,0.135,2.829,3.17,2.42,2.772,2.687,25,18,4,0.182,3.159,3.57,2.85,3.2,NA,8,0,0,0.259,1.111,1.111,1.111,0.149,1,2,0,NA,1/19/2021,0.59,0.043,0.547,7.9,0.048,0.9,10/14/2020,1/0/1900,0.017,0.493,3.4,0.06,0.3,,
Bank of Commerce Holdings,BOCH,Nasdaq,Financials,Banks,12/31/2021,12/31/2020,0.289,1/0/1900,0.228,0.245,0.256,2,2,0,0.086,0.266,0.34,0.192,1/0/1900,0.226,2,2,0,0.105,1,1.25,0.75,0.785,0.861,2,1,0,0.354,0.95,1,0.9,0.9,0.949,2,1,0,0.071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/22/2021,0.3,0.019,0.281,6.8,0.028,0.7,10/16/2020,1/0/1900,0.03,0.23,13,0.014,2.1,,
Bank of East Asia Ltd (ADR),BKEAY,Over the counter,Financials,Banks,12/31/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,0.07,0.07,0.1,0.1,1,0,1,NA,0.14,0.14,0.14,0.15,0.15,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Bank of Hawaii Corporation,BOH,New York,Financials,Banks,12/31/2021,12/31/2020,1.108,1/1/1900,0.99,1.086,1.084,6,3,3,0.085,1.143,1.23,1.083,1/1/1900,1.08,6,4,2,0.06,4.569,4.9,4.304,4.35,4.333,6,5,1,0.224,4.888,5.21,4.67,4.903,4.854,6,2,2,0.201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/25/2021,1.06,-0.047,1.107,-4.2,0.098,-0.5,10/26/2020,1/0/1900,0.11,0.84,13.1,0.071,1.5,,
Bank Of Idaho Holding Co,BOID,Over the counter,Financials,Banks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Bank of Marin Bancorp,BMRC,Nasdaq,Financials,Banks,12/31/2021,12/31/2020,0.508,1/0/1900,0.43,0.528,0.543,5,2,3,0.068,0.519,0.6,0.429,1/0/1900,0.483,5,4,1,0.061,1.966,2.25,1.604,1.877,1.934,5,3,1,0.251,1.961,2.44,1.52,1.956,1.986,5,4,1,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/25/2021,0.6,0.124,0.476,26.1,0.018,6.9,10/26/2020,1/0/1900,0.029,0.521,5.6,0.029,1,,
Bank of Montreal (USA),BMO,New York,Financials,Banks,10/31/2021,10/31/2020,1.613,1/1/1900,1.466,1.59,1.538,9,1,0,0.093,1.51,1.645,1.302,1/1/1900,1.442,7,1,0,0.129,6.611,6.955,5.84,6.568,6.256,11,2,0,0.321,7.53,8.538,7.111,7.521,7.372,10,3,0,0.495,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.645,8.109,-0.819,3.138,2,1,0,6.313,12/1/2020,1.879,0.388,1.491,26,0.076,4,8/25/2020,1/1/1900,0.108,1.334,8.1,0.202,0.4,,
Bank of N.T. Butterfield & Son,NTB,New York,Financials,Banks,12/31/2020,9/30/2020,0.729,1/0/1900,0.66,0.719,0.717,6,1,0,0.063,0.718,0.87,0.618,1/0/1900,0.708,5,1,0,0.114,2.778,2.85,2.71,2.77,2.762,5,1,1,0.067,2.991,3.55,2.5,2.966,2.964,6,1,0,0.385,3.28,3.75,2.6,3.26,3.232,6,1,0,0.394,NA,NA,NA,NA,NA,NA,NA,NA,10/28/2020,0.61,-0.041,0.651,-6.3,0.07,-0.6,7/22/2020,1/0/1900,0.145,0.525,27.6,0.064,2.3,,
Bank of New York Mellon Corp,BK,New York,Financials,Investment Management & Fund Operators,12/31/2021,12/31/2020,0.879,1/0/1900,0.82,0.907,0.9,17,2,13,0.043,0.995,1.05,0.94,1/0/1900,0.97,17,5,11,0.029,3.946,4.08,3.75,3.929,3.886,19,5,13,0.084,4.523,4.91,4.22,4.449,4.368,19,3,10,0.188,5.173,5.85,4.59,5.43,NA,6,0,2,0.455,13.37,13.37,13.37,7.01,1,2,0,NA,1/20/2021,0.96,0.048,0.912,5.3,0.041,1.2,10/16/2020,1/0/1900,0.039,0.941,4.1,0.041,1,,
Bank of Nova Scotia,BNS,New York,Financials,Banks,10/31/2021,10/31/2020,1.208,1/1/1900,1.092,1.194,1.052,9,2,0,0.106,1.112,1.201,1.06,1/1/1900,1.025,6,1,0,0.055,4.82,5.287,4.452,4.785,4.496,11,2,0,0.264,5.499,5.895,5.209,5.498,5.472,10,2,0,0.249,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.631,-1.631,-1.631,-1.631,1,1,0,NA,12/1/2020,1.131,0.167,0.964,17.3,0.096,1.3,8/25/2020,1/0/1900,-0.056,0.867,-6.5,0.061,-0.7,,
Bank Of Princeton,BPRN,Nasdaq,Financials,Banks,12/31/2021,12/31/2020,0.65,1/0/1900,0.58,0.53,0.485,3,2,0,0.096,0.547,0.63,0.49,1/0/1900,0.345,3,2,0,0.074,2.333,2.6,2.2,1.873,1.74,3,3,0,0.231,2.367,2.6,2.1,1.815,1.765,3,2,0,0.252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/28/2021,0.6,0.03,0.57,5.3,0.01,3,11/11/2020,1/0/1900,0.033,0.487,6.8,0.031,1.1,,
Bank of San Francisco,BSFO,Over the counter,Financials,Banks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Bank of South Carolina,BKSC,Nasdaq,Financials,Banks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Bank of the James Financial Gr,BOTJ,Nasdaq,Financials,Banks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Bank Ozk,OZK,Nasdaq,Financials,Banks,12/31/2021,12/31/2020,0.861,1/0/1900,0.827,0.72,0.701,9,9,0,0.039,0.817,0.853,0.77,1/0/1900,0.685,9,9,0,0.027,3.26,3.37,3.02,2.881,2.814,10,10,0,0.107,3.216,3.51,3.02,3.081,3.04,10,7,1,0.163,3.363,3.55,3.17,NA,NA,3,1,0,0.19,NA,NA,NA,NA,NA,NA,NA,NA,1/21/2021,0.93,0.149,0.781,19.1,0.062,2.4,10/22/2020,1/0/1900,0.263,0.577,45.6,0.068,3.9,,
Bank7 Corp,BSVN,Nasdaq,Financials,Banks,12/31/2021,12/31/2020,0.517,1/0/1900,0.51,0.463,0.442,3,3,0,0.006,0.493,0.5,0.49,1/0/1900,0.401,3,3,0,0.006,1.98,2,1.97,1.767,1.657,3,3,0,0.017,2.257,2.28,2.22,2.033,1.936,3,3,0,0.032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/29/2021,0.52,0.04,0.48,8.3,0.044,0.9,10/29/2020,1/0/1900,0.04,0.44,9.1,0.072,0.6,,
BankFinancial Corporation,BFIN,Nasdaq,Financials,Banks,12/31/2021,12/31/2020,0.14,1/0/1900,0.14,0.125,0.125,2,1,0,0,0.145,0.15,0.14,1/0/1900,0.115,2,1,0,0.007,0.595,0.61,0.58,0.495,0.49,2,1,0,0.021,0.72,0.72,0.72,0.7,0.65,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/1/2021,0.17,0.025,0.145,17.2,0.021,1.2,10/28/2020,1/0/1900,0,0.13,0,0.028,0,,
Bankguam Holding Co,BKGM,Over the counter,Financials,Banks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
BankUnited Inc,BKU,New York,Financials,Banks,12/31/2021,12/31/2020,0.74,1/0/1900,0.63,0.701,0.654,16,9,4,0.064,0.75,0.89,0.66,1/0/1900,0.643,16,11,4,0.071,3.025,3.45,2.67,2.82,2.657,16,12,2,0.242,3.326,3.62,3.1,3.339,3.178,16,7,6,0.154,3.455,3.7,3.21,NA,NA,2,0,1,0.346,NA,NA,NA,NA,NA,NA,NA,NA,1/21/2021,0.89,0.187,0.703,26.6,0.069,2.7,10/28/2020,1/0/1900,0.059,0.641,9.2,0.112,0.5,,
Bankwell Financial Group Inc,BWFG,Nasdaq,Financials,Banks,12/31/2021,12/31/2020,0.592,1/0/1900,0.583,NA,0.415,2,1,0,0.012,0.579,0.58,0.578,1/0/1900,0.366,2,1,0,0.001,2.375,2.4,2.35,1.6,1.575,2,2,0,0.035,2.646,2.692,2.6,2.08,1.955,2,1,0,0.065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/27/2021,0.04,-0.266,0.306,-86.9,0.023,-11.6,10/28/2020,1/0/1900,0.075,0.305,24.6,0.092,0.8,,
Banner Corporation,BANR,Nasdaq,Financials,Banks,12/31/2021,12/31/2020,1.012,1/1/1900,0.86,1.002,0.998,6,2,3,0.156,1,1.29,0.816,1/0/1900,0.868,6,5,0,0.164,3.802,4.68,3.303,3.304,3.334,6,4,1,0.474,3.668,4.004,3.51,3.44,3.43,6,3,1,0.184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/21/2021,1.1,0.177,0.923,19.2,0.099,1.8,10/21/2020,1/1/1900,0.206,0.824,25,0.058,3.6,,
Banner Energy Services Corp,BANM,Over the counter,Energy,Oil & Gas - Related Services and Equipment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Bannerman Resources Limited,BNNLF,Over the counter,Energy,Uranium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Bantec Inc,BANT,Over the counter,Industrials,Aerospace & Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Baozun Inc (ADR),BZUN,Nasdaq,Technology,Online Services,12/31/2020,9/30/2020,0.527,1/0/1900,0.465,0.546,0.631,3,0,1,0.058,0.123,0.125,0.122,1/0/1900,0.148,2,0,0,0.002,1.25,1.455,0.989,1.278,1.322,13,0,6,0.147,1.63,2.267,1.375,1.702,1.816,13,0,6,0.316,2.13,2.88,1.669,2.213,2.364,12,0,5,0.359,4.815,4.815,4.815,4.882,1,0,1,NA,11/23/2020,0.235,0.035,0.2,17.5,0.018,0.3,8/21/2020,1/0/1900,0.127,0.248,51.2,0.012,1.7,,
Bar Harbor Bankshares,BHB,American,Financials,Banks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Baran Group Ltd. (USA),BRANF,Over the counter,Industrials,Construction & Engineering,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Barclays PLC (ADR),BCS,New York,Financials,Banks,12/31/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.257,0.46,0.055,0.257,0.257,2,0,0,0.286,0.487,0.74,0.233,0.487,0.487,2,0,0,0.358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2020,NA,0,NA,NA,NA,0,7/29/2020,NA,0,NA,NA,NA,0,,
Bare Metal Standard Inc,BRMT,Over the counter,Industrials,Environmental Services & Equipment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Barfresh Food Group Inc,BRFH,Over the counter,Consumer Non-Cyclicals,Non-Alcoholic Beverages,12/31/2020,9/30/2020,-0.005,0,-0.01,-0.005,-0.005,2,0,0,0.007,-0.01,-0.01,-0.01,-0.01,-0.01,2,0,0,0,-0.03,-0.02,-0.04,-0.03,-0.03,2,0,0,0.014,-0.015,-0.01,-0.02,-0.015,-0.015,2,0,0,0.007,0.015,0.04,-0.01,0.015,0.015,2,0,0,0.035,NA,NA,NA,NA,NA,NA,NA,NA,11/16/2020,-0.01,0,-0.01,0,0,NA,8/13/2020,###############################################################################################################################################################################################################################################################,0,-0.01,0,0,NA,,
Barnes & Noble Education Inc,BNED,New York,Consumer Cyclicals,Retailers - Miscellaneous Specialty,4/30/2021,10/31/2020,-0.38,###############################################################################################################################################################################################################################################################,-0.43,-0.38,-0.155,2,0,0,0.071,-0.45,-0.2,-0.7,###############################################################################################################################################################################################################################################################,-0.23,2,0,0,0.354,-1.54,-1.15,-1.93,-1.54,-1.755,2,0,0,0.552,-0.1,0.07,-0.27,-0.1,-0.34,2,0,0,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/8/2020,0.15,0.615,-0.465,132.3,0.742,0.8,9/3/2020,###############################################################################################################################################################################################################################################################,-0.18,-0.78,-23.1,0.269,-0.7,,
Barnes Group Inc.,B,New York,Industrials,Industrial Machinery & Equipment,12/31/2020,9/30/2020,0.327,1/0/1900,0.32,0.327,0.327,6,0,0,0.012,0.38,0.42,0.31,1/0/1900,0.378,4,1,0,0.048,1.608,1.64,1.6,1.608,1.608,6,0,0,0.016,1.888,2.05,1.73,1.892,1.875,6,0,1,0.106,2.403,2.55,2.15,2.445,2.418,6,0,0,0.153,10,10,10,10,1,0,0,NA,10/23/2020,0.3,0.024,0.276,8.7,0.019,1.3,7/28/2020,1/0/1900,0.062,0.208,29.8,0.042,1.5,,
"Barnwell Industries, Inc.",BRN,American,Energy,Oil & Gas - Exploration and Production,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
"Barrett Business Services, Inc",BBSI,Nasdaq,Industrials,Employment Services,12/31/2020,9/30/2020,0.645,1/0/1900,0.6,0.645,0.645,4,0,0,0.058,-0.56,-0.46,-0.66,###############################################################################################################################################################################################################################################################,-0.485,2,0,0,0.141,4.125,4.2,4.1,4.125,4.125,4,0,0,0.05,4.63,5.5,4.06,4.63,4.97,4,0,0,0.613,5.32,5.32,5.32,5.32,6.5,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/4/2020,2.4,0.925,1.475,62.7,0.085,10.9,8/4/2020,1/1/1900,0.69,0.82,84.1,0.2,3.5,,
Barrick Gold Corp (USA),GOLD,New York,Basic Materials,Metals & Mining - Gold,12/31/2020,9/30/2020,0.312,1/0/1900,0.238,0.348,0.362,13,2,11,0.038,0.331,0.48,0.259,1/0/1900,0.373,10,2,4,0.065,1.134,1.28,1.04,1.157,1.157,20,4,12,0.059,1.442,2.19,1.09,1.44,1.561,21,8,7,0.288,1.375,2,0.8,1.437,1.408,16,3,1,0.346,40.302,50.604,30,38.546,2,2,0,14.569,11/5/2020,0.41,0.087,0.323,26.9,0.039,2.2,8/10/2020,1/0/1900,0.05,0.18,27.8,0.029,1.7,,
Basanite Inc,BASA,Over the counter,Technology,Telecommunications Services - Wireless,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
BASF SE (ADR),BASFY,Over the counter,Basic Materials,Chemicals - Diversified,12/31/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.051,1.423,0.68,1.056,1.031,2,0,1,0.525,2.252,3.393,1.11,2.227,2.182,2,1,0,1.614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/29/2020,NA,0,NA,NA,NA,0,4/30/2020,NA,0,NA,NA,NA,0,,
