Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_3,Q_EPS_Projections_Date_3,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
,6/30/2017,0.816953112,,0.77,,0.87,,0.85,,0.88,,0.87,0.9,0.94,0.92,0.89,0.84,0.78,,,,
,3/31/2017,0.862327253,,0.78,,0.8,,0.86,,0.81,,0.78,0.81,0.9,,,,,,,,
,12/30/2016,0.38140327399999996,,0.3,,0.28,,0.78,,0.77,,0.76,0.74,0.71,0.67,0.65,,,,,,
,9/30/2016,0.752512387,,0.65,,0.6,,0.61,,0.63,,0.64,0.63,0.64,0.68,0.58,0.54,0.83,,,,
,6/30/2016,0.943841342,,0.83,,0.84,,0.83,,0.79,,0.78,0.81,0.64,,,,,,,,
,3/31/2016,0.708714952,,0.63,,0.85,,0.82,,0.84,,0.78,,,,,,,,,,
,12/31/2015,0.8155089940000001,,0.72,,0.71,,0.69,,0.67,,0.59,0.52,,,,,,,,,
,9/30/2015,0.84163449,,0.67,,0.57,,0.55,,0.43,,0.37,,,,,,,,,,
,6/30/2015,0.6861841009999999,,0.55,,0.46,,0.44,,,,,,,,,,,,,,
,3/31/2015,0.618885286,,0.49,,0.51,,0.48,,,,,,,,,,,,,,
,12/31/2014,0.594596127,,0.52,,0.45,,0.41,,0.48,,,,,,,,,,,,
,9/30/2014,0.613035735,,0.4,,0.46,,,,,,,,,,,,,,,,
,6/30/2014,0.48689372799999997,,0.37,,,,,,,,,,,,,,,,,,
,3/31/2014,0.380152072,,0.51,,,,,,,,,,,,,,,,,,
,12/31/2013,0.436654056,,,,,,,,,,,,,,,,,,,,
,9/30/2013,0.404566005,,,,,,,,,,,,,,,,,,,,
,7/1/2013,0.444458945,,,,,,,,,,,,,,,,,,,,
,4/1/2013,0.290274036,,,,,,,,,,,,,,,,,,,,
,1/2/2013,0.107225426,,,,,,,,,,,,,,,,,,,,
,10/2/2012,0.20410383199999999,,,,,,,,,,,,,,,,,,,,
,7/3/2012,0.192609654,,,,,,,,,,,,,,,,,,,,
,4/3/2012,0.24351322,,,,,,,,,,,,,,,,,,,,
,1/4/2012,-0.057193017,,,,,,,,,,,,,,,,,,,,
,10/3/2011,0.024175552000000003,,,,,,,,,,,,,,,,,,,,
,7/5/2011,0.18573010199999998,,,,,,,,,,,,,,,,,,,,
,4/4/2011,0.34032029,,,,,,,,,,,,,,,,,,,,
,1/4/2011,0.152689815,,,,,,,,,,,,,,,,,,,,
,10/4/2010,0.324684676,,,,,,,,,,,,,,,,,,,,
,7/2/2010,0.26620679399999997,,,,,,,,,,,,,,,,,,,,
,4/5/2010,0.171736657,,,,,,,,,,,,,,,,,,,,
,1/5/2010,-0.06878832,,,,,,,,,,,,,,,,,,,,
,10/2/2009,0.285205413,,,,,,,,,,,,,,,,,,,,
,7/2/2009,0.189902927,,,,,,,,,,,,,,,,,,,,
,4/2/2009,0.31155809100000004,,,,,,,,,,,,,,,,,,,,
,1/5/2009,0.177730295,,,,,,,,,,,,,,,,,,,,
,10/2/2008,0.184666633,,,,,,,,,,,,,,,,,,,,
,7/2/2008,0.277624892,,,,,,,,,,,,,,,,,,,,
,4/2/2008,0.346214339,,,,,,,,,,,,,,,,,,,,
,1/3/2008,0.25,,,,,,,,,,,,,,,,,,,,
,10/2/2007,0.33,,,,,,,,,,,,,,,,,,,,
,7/3/2007,0.43,,,,,,,,,,,,,,,,,,,,
,4/24/2007,0.3,,,,,,,,,,,,,,,,,,,,
,12/29/2006,0.2,,,,,,,,,,,,,,,,,,,,
,9/29/2006,0.1,,,,,,,,,,,,,,,,,,,,
,6/30/2006,0.05,,,,,,,,,,,,,,,,,,,,
,3/31/2006,0.09,,,,,,,,,,,,,,,,,,,,
,12/30/2005,0.08,,,,,,,,,,,,,,,,,,,,
,9/30/2005,0.08,,,,,,,,,,,,,,,,,,,,
,6/30/2005,0.0,,,,,,,,,,,,,,,,,,,,
,3/31/2005,0.03,,,,,,,,,,,,,,,,,,,,
,12/31/2004,0.01,,,,,,,,,,,,,,,,,,,,
,9/30/2004,-0.02,,,,,,,,,,,,,,,,,,,,
,6/30/2004,0.0,,,,,,,,,,,,,,,,,,,,
,3/31/2004,0.0,,,,,,,,,,,,,,,,,,,,
,12/31/2003,-0.01,,,,,,,,,,,,,,,,,,,,
,9/30/2003,0.0,,,,,,,,,,,,,,,,,,,,
