Q_Report_Date,Date,Q_EPS_Diluted,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24
,9/30/2016,0.213849033,1.48,1.46,1.48,1.55,1.74,,,,,,,,,,,,,,,,,,
,6/30/2016,0.746350593,1.39,1.38,1.42,1.41,1.61,1.28,,,,,,,,,,,,,,,,,
,3/31/2016,0.9913334159999999,1.27,1.28,1.33,1.35,1.51,,,,,,,,,,,,,,,,,,
,12/31/2015,0.6870789959999999,1.22,1.28,1.29,1.3,1.33,1.34,1.33,0.68,1.32,1.27,1.26,,,,,,,,,,,,
,9/30/2015,-0.043104538,1.22,1.21,1.26,1.23,0.72,1.24,1.2,1.22,,,,,,,,,,,,,,,
,6/30/2015,0.43160063,1.2,1.14,1.17,1.16,1.15,0.86,1.15,1.1,1.12,,,,,,,,,,,,,,
,3/31/2015,0.861887064,1.06,1.05,1.07,1.06,1.08,0.77,1.07,1.03,1.1,0.87,,,,,,,,,,,,,
,12/31/2014,0.7355619459999999,0.99,0.56,1.0,0.995,1.0,0.99,0.985,0.98,0.965,0.95,0.945,0.905,0.875,0.82,,,,,,,,,
,9/30/2014,0.610590778,0.63,0.95,0.94,0.945,0.94,0.935,0.93,0.92,0.91,0.9,0.91,0.875,0.845,0.77,,,,,,,,,
,6/30/2014,0.7193742479999999,0.89,0.885,0.88,0.89,0.88,0.87,0.86,0.855,0.845,0.83,0.795,0.715,,,,,,,,,,,
,3/31/2014,0.331005917,0.825,0.81,0.805,0.795,0.805,0.79,0.755,0.695,,,,,,,,,,,,,,,
,12/31/2013,0.25011665899999996,0.77,0.775,0.77,0.775,0.75,0.69,,,,,,,,,,,,,,,,,
,9/30/2013,0.434351679,0.77,0.765,0.73,0.725,0.65,,,,,,,,,,,,,,,,,,
,6/28/2013,0.556836711,0.72,0.715,0.71,0.705,0.7,0.62,,,,,,,,,,,,,,,,,
,3/28/2013,0.44527996299999995,0.675,0.68,0.675,0.66,0.59,,,,,,,,,,,,,,,,,,
,12/28/2012,0.304312877,0.655,0.58,,,,,,,,,,,,,,,,,,,,,
,9/28/2012,0.48611302100000003,0.635,,,,,,,,,,,,,,,,,,,,,,
,6/29/2012,0.412427393,0.53,,,,,,,,,,,,,,,,,,,,,,
,3/30/2012,0.447546578,0.51,,,,,,,,,,,,,,,,,,,,,,
,12/30/2011,0.456009712,,,,,,,,,,,,,,,,,,,,,,,
,9/30/2011,0.405832046,,,,,,,,,,,,,,,,,,,,,,,
,6/30/2011,0.297255948,,,,,,,,,,,,,,,,,,,,,,,
,3/31/2011,0.270617383,,,,,,,,,,,,,,,,,,,,,,,
,12/31/2010,0.223172963,,,,,,,,,,,,,,,,,,,,,,,
,9/30/2010,0.301449397,,,,,,,,,,,,,,,,,,,,,,,
,6/30/2010,0.166178531,,,,,,,,,,,,,,,,,,,,,,,
,3/31/2010,0.250657001,,,,,,,,,,,,,,,,,,,,,,,
,12/31/2009,0.271972637,,,,,,,,,,,,,,,,,,,,,,,
,9/30/2009,0.23210764399999997,,,,,,,,,,,,,,,,,,,,,,,
,6/30/2009,0.152900347,,,,,,,,,,,,,,,,,,,,,,,
,3/31/2009,0.173981265,,,,,,,,,,,,,,,,,,,,,,,
,12/31/2008,-0.16861190199999998,,,,,,,,,,,,,,,,,,,,,,,
,9/29/2008,0.145891049,,,,,,,,,,,,,,,,,,,,,,,
,6/27/2008,0.128440475,,,,,,,,,,,,,,,,,,,,,,,
,3/28/2008,-1.9903411169999998,,,,,,,,,,,,,,,,,,,,,,,
,12/31/2007,0.09,,,,,,,,,,,,,,,,,,,,,,,
,9/28/2007,0.045,,,,,,,,,,,,,,,,,,,,,,,
,6/29/2007,0.065,,,,,,,,,,,,,,,,,,,,,,,
,3/30/2007,0.07,,,,,,,,,,,,,,,,,,,,,,,
,12/29/2006,0.03,,,,,,,,,,,,,,,,,,,,,,,
,9/29/2006,0.025,,,,,,,,,,,,,,,,,,,,,,,
,6/30/2006,0.015,,,,,,,,,,,,,,,,,,,,,,,
,3/31/2006,0.02,,,,,,,,,,,,,,,,,,,,,,,
,12/30/2005,0.005,,,,,,,,,,,,,,,,,,,,,,,
,9/30/2005,0.0,,,,,,,,,,,,,,,,,,,,,,,
,6/30/2005,0.00375,,,,,,,,,,,,,,,,,,,,,,,
,3/31/2005,0.01625,,,,,,,,,,,,,,,,,,,,,,,
,12/31/2004,0.0175,,,,,,,,,,,,,,,,,,,,,,,
,9/30/2004,0.03,,,,,,,,,,,,,,,,,,,,,,,
,6/30/2004,0.0175,,,,,,,,,,,,,,,,,,,,,,,
,3/31/2004,0.0125,,,,,,,,,,,,,,,,,,,,,,,
,12/31/2003,0.00875,,,,,,,,,,,,,,,,,,,,,,,
,9/30/2003,0.00625,,,,,,,,,,,,,,,,,,,,,,,
,6/30/2003,0.00375,,,,,,,,,,,,,,,,,,,,,,,
,3/31/2003,0.00125,,,,,,,,,,,,,,,,,,,,,,,
,12/31/2002,0.0,,,,,,,,,,,,,,,,,,,,,,,
,9/30/2002,-0.00125,,,,,,,,,,,,,,,,,,,,,,,
,6/28/2002,-0.0025,,,,,,,,,,,,,,,,,,,,,,,
,3/28/2002,-0.00125,,,,,,,,,,,,,,,,,,,,,,,
,12/31/2001,0.01125,,,,,,,,,,,,,,,,,,,,,,,
,9/28/2001,-0.01125,,,,,,,,,,,,,,,,,,,,,,,
,6/29/2001,-0.00375,,,,,,,,,,,,,,,,,,,,,,,
,3/30/2001,0.0,,,,,,,,,,,,,,,,,,,,,,,
,12/29/2000,0.00625,,,,,,,,,,,,,,,,,,,,,,,
,9/29/2000,-0.0275,,,,,,,,,,,,,,,,,,,,,,,
,6/30/2000,-0.00125,,,,,,,,,,,,,,,,,,,,,,,
,3/31/2000,-0.00625,,,,,,,,,,,,,,,,,,,,,,,
,12/31/1999,0.00041666699999999996,,,,,,,,,,,,,,,,,,,,,,,
,9/30/1999,-0.022083332999999997,,,,,,,,,,,,,,,,,,,,,,,
,6/30/1999,-0.015416667,,,,,,,,,,,,,,,,,,,,,,,
,3/31/1999,-0.01625,,,,,,,,,,,,,,,,,,,,,,,
,12/31/1998,-0.022083332999999997,,,,,,,,,,,,,,,,,,,,,,,
,9/30/1998,-0.020833333,,,,,,,,,,,,,,,,,,,,,,,
,6/30/1998,-0.023333332999999998,,,,,,,,,,,,,,,,,,,,,,,
,3/31/1998,0.00041666699999999996,,,,,,,,,,,,,,,,,,,,,,,
,12/31/1997,-0.02375,,,,,,,,,,,,,,,,,,,,,,,
,9/30/1997,-0.019166667,,,,,,,,,,,,,,,,,,,,,,,
,6/30/1997,-0.025416667,,,,,,,,,,,,,,,,,,,,,,,
,3/31/1997,-0.019583333,,,,,,,,,,,,,,,,,,,,,,,
,12/31/1996,-0.030833332999999997,,,,,,,,,,,,,,,,,,,,,,,
,9/30/1996,-0.027083332999999998,,,,,,,,,,,,,,,,,,,,,,,
,6/28/1996,-0.017916667,,,,,,,,,,,,,,,,,,,,,,,
,3/29/1996,-0.014166666999999999,,,,,,,,,,,,,,,,,,,,,,,
,12/29/1995,-0.01625,,,,,,,,,,,,,,,,,,,,,,,
,9/29/1995,-0.0125,,,,,,,,,,,,,,,,,,,,,,,
,6/30/1995,-0.012083333,,,,,,,,,,,,,,,,,,,,,,,
