Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_3,Q_EPS_Projections_Date_3,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
,6/27/2008,1.151462995,,,,,,,,,,,,,,
,3/28/2008,0.972508591,,,,,,,,,,,,,,
,12/31/2007,0.98,,,,,,,,,,,,,,
,9/28/2007,0.7,,,,,,,,,,,,,,
,6/29/2007,0.74,,,,,,,,,,,,,,
,3/30/2007,0.66,,,,,,,,,,,,,,
,12/29/2006,0.64,,,,,,,,,,,,,,
,9/29/2006,0.48,,,,,,,,,,,,,,
,6/28/2006,0.2,,,,,,,,,,,,,,
,3/29/2006,0.37,,,,,,,,,,,,,,
,12/30/2005,0.47,,,,,,,,,,,,,,
,9/30/2005,0.36,,,,,,,,,,,,,,
,7/1/2005,0.46,,,,,,,,,,,,,,
,4/1/2005,0.31,,,,,,,,,,,,,,
,12/31/2004,0.42,,,,,,,,,,,,,,
,10/1/2004,0.39,,,,,,,,,,,,,,
,7/2/2004,0.38,,,,,,,,,,,,,,
,4/2/2004,0.22,,,,,,,,,,,,,,
,1/2/2004,0.3,,,,,,,,,,,,,,
,9/26/2003,0.3,,,,,,,,,,,,,,
,6/27/2003,0.38,,,,,,,,,,,,,,
,3/28/2003,0.37,,,,,,,,,,,,,,
,12/27/2002,0.56,,,,,,,,,,,,,,
,9/27/2002,0.33,,,,,,,,,,,,,,
,6/28/2002,0.5,,,,,,,,,,,,,,
,3/28/2002,0.42,,,,,,,,,,,,,,
,12/28/2001,-0.3,,,,,,,,,,,,,,
,9/28/2001,0.01,,,,,,,,,,,,,,
,6/29/2001,0.15,,,,,,,,,,,,,,
,3/30/2001,0.46,,,,,,,,,,,,,,
,12/29/2000,0.24,,,,,,,,,,,,,,
,9/29/2000,0.48,,,,,,,,,,,,,,
,6/30/2000,0.78,,,,,,,,,,,,,,
,3/31/2000,1.03,,,,,,,,,,,,,,
,12/31/1999,0.47,,,,,,,,,,,,,,
,10/1/1999,0.72,,,,,,,,,,,,,,
,7/2/1999,0.42,,,,,,,,,,,,,,
,4/1/1999,0.55,,,,,,,,,,,,,,
,12/31/1998,0.21,,,,,,,,,,,,,,
,10/2/1998,-1.23,,,,,,,,,,,,,,
,7/2/1998,0.38,,,,,,,,,,,,,,
,4/3/1998,0.56,,,,,,,,,,,,,,
,12/31/1997,0.68,,,,,,,,,,,,,,
,9/26/1997,0.58,,,,,,,,,,,,,,
,6/27/1997,0.63,,,,,,,,,,,,,,
,3/27/1997,0.55,,,,,,,,,,,,,,
,12/31/1996,0.57,,,,,,,,,,,,,,
,9/27/1996,0.51,,,,,,,,,,,,,,
,6/28/1996,0.56,,,,,,,,,,,,,,
,3/29/1996,0.49,,,,,,,,,,,,,,
,12/29/1995,1.4,,,,,,,,,,,,,,
,9/29/1995,0.43,,,,,,,,,,,,,,
,6/30/1995,0.48666666700000005,,,,,,,,,,,,,,
,3/31/1995,0.41333333299999997,,,,,,,,,,,,,,
,12/30/1994,0.273333333,,,,,,,,,,,,,,
,9/30/1994,0.35333333299999997,,,,,,,,,,,,,,
,6/30/1994,0.40666666700000004,,,,,,,,,,,,,,
,3/31/1994,0.36,,,,,,,,,,,,,,
,12/31/1993,0.706666667,,,,,,,,,,,,,,
,10/1/1993,0.32,,,,,,,,,,,,,,
,7/2/1993,0.34666666700000004,,,,,,,,,,,,,,
