Q_Date,Q_EPS_Diluted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,,,,,
12/31/2014,1.22962963,,1.2,,1.25,,1.3,,1.25,,,,
9/30/2014,1.261525566,,1.23,,1.25,,1.33,,1.11,,,,
6/30/2014,0.359319185,,1.13,,1.15,,1.33,,1,,,,
3/31/2014,0.916875522,,1,,1.09,,1.06,,,,,,
12/31/2013,1.00167294,,1.06,,1.12,,1.12,,,,,,
9/30/2013,1.068734283,,1.12,,1.11,,,,,,,,
6/28/2013,1.043514998,,1.11,,1.12,,0.79,,,,,,
3/28/2013,0.801017165,,0.79,,0.88,,0.87,,0.88,,0.92,,
12/31/2012,0.46566077,,0.93,,0.94,,1.01,,1.1,,,,
9/28/2012,1.021919431,,1.09,,1.11,,,,,,,,
6/29/2012,1.133531157,,1.09,,,,,,,,,,
3/30/2012,0.927251044,,nan,,,,,,,,,,
12/30/2011,1.083183722,,nan,,,,,,,,,,
9/30/2011,1.07956226,,nan,,,,,,,,,,
6/30/2011,0.985626283,,nan,,,,,,,,,,
3/31/2011,0.84386945,,nan,,,,,,,,,,
12/31/2010,0.834575261,,nan,,,,,,,,,,
9/30/2010,0.799522673,,nan,,,,,,,,,,
6/30/2010,0.675231551,,nan,,,,,,,,,,
3/31/2010,0.463794135,,nan,,,,,,,,,,
12/31/2009,0.634204989,,nan,,,,,,,,,,
9/30/2009,1.155688623,,nan,,,,,,,,,,
6/30/2009,0.173756741,,nan,,,,,,,,,,
3/31/2009,-0.30102348,,nan,,,,,,,,,,
12/31/2008,0.49,,nan,,,,,,,,,,
9/30/2008,0.935,,nan,,,,,,,,,,
6/30/2008,1.015,,nan,,,,,,,,,,
3/31/2008,0.82,,nan,,,,,,,,,,
12/31/2007,0.87,,nan,,,,,,,,,,
9/28/2007,0.875,,nan,,,,,,,,,,
6/29/2007,0.835,,nan,,,,,,,,,,
3/30/2007,0.795,,nan,,,,,,,,,,
12/29/2006,0.195,,nan,,,,,,,,,,
9/29/2006,0.195,,nan,,,,,,,,,,
6/30/2006,0.175,,nan,,,,,,,,,,
3/31/2006,0.175,,nan,,,,,,,,,,
12/30/2005,0.69,,nan,,,,,,,,,,
9/30/2005,0.65,,nan,,,,,,,,,,
7/1/2005,0.685,,nan,,,,,,,,,,
4/1/2005,0.595,,nan,,,,,,,,,,
12/31/2004,0.595,,nan,,,,,,,,,,
9/30/2004,0.545,,nan,,,,,,,,,,
6/30/2004,0.515,,nan,,,,,,,,,,
3/31/2004,0.425,,nan,,,,,,,,,,
12/31/2003,0.395,,nan,,,,,,,,,,
9/30/2003,0.3475,,nan,,,,,,,,,,
6/30/2003,0.3175,,nan,,,,,,,,,,
3/31/2003,0.25,,nan,,,,,,,,,,
12/31/2002,0.2375,,nan,,,,,,,,,,
9/30/2002,0.325,,nan,,,,,,,,,,
6/28/2002,0.3025,,nan,,,,,,,,,,
3/28/2002,0.1175,,nan,,,,,,,,,,
12/31/2001,0.105,,nan,,,,,,,,,,
9/28/2001,0.1425,,nan,,,,,,,,,,
6/29/2001,0.1725,,nan,,,,,,,,,,
3/30/2001,0.18,,nan,,,,,,,,,,
12/29/2000,0.24,,nan,,,,,,,,,,
9/29/2000,0.32,,nan,,,,,,,,,,
6/30/2000,0.49,,nan,,,,,,,,,,
3/31/2000,0.4425,,nan,,,,,,,,,,
12/31/1999,0.755,,nan,,,,,,,,,,
9/30/1999,0.615,,nan,,,,,,,,,,
6/30/1999,0.4275,,nan,,,,,,,,,,
3/31/1999,0.2925,,nan,,,,,,,,,,
12/31/1998,0.2575,,nan,,,,,,,,,,
9/30/1998,0.2,,nan,,,,,,,,,,
6/30/1998,0.3925,,nan,,,,,,,,,,
3/31/1998,0.355,,nan,,,,,,,,,,
12/31/1997,0.3525,,nan,,,,,,,,,,
9/30/1997,0.175,,nan,,,,,,,,,,
6/30/1997,0.41,,nan,,,,,,,,,,
3/31/1997,0.3275,,nan,,,,,,,,,,
12/31/1996,0.205,,nan,,,,,,,,,,
9/30/1996,0.2775,,nan,,,,,,,,,,
6/28/1996,0.33,,nan,,,,,,,,,,
3/29/1996,0.3075,,nan,,,,,,,,,,
12/29/1995,0.285,,nan,,,,,,,,,,
9/29/1995,0.295,,nan,,,,,,,,,,
6/30/1995,0.3525,,nan,,,,,,,,,,
3/31/1995,0.3475,,nan,,,,,,,,,,
12/30/1994,0.3075,,nan,,,,,,,,,,
9/30/1994,0.275,,nan,,,,,,,,,,
6/30/1994,0.2825,,nan,,,,,,,,,,
