Q_Report_Date,Date,Q_EPS_Diluted,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
,8/30/2013,7.735036871,0.88,,,,,,,,,,,
,5/31/2013,0.271443525,0.4,,,,,,,,,,,
,2/28/2013,2.03776004,,,,,,,,,,,,
,11/30/2012,0.5772393720000001,,,,,,,,,,,,
,8/31/2012,0.67482669,,,,,,,,,,,,
,5/31/2012,0.378427529,,,,,,,,,,,,
,2/29/2012,0.512532158,,,,,,,,,,,,
,11/30/2011,0.516426604,,,,,,,,,,,,
,8/31/2011,0.761543682,,,,,,,,,,,,
,5/31/2011,0.346650288,,,,,,,,,,,,
,2/28/2011,1.317412635,,,,,,,,,,,,
,11/30/2010,0.6536530429999999,,,,,,,,,,,,
,8/31/2010,0.43239608,,,,,,,,,,,,
,5/28/2010,0.22434843,,,,,,,,,,,,
,2/26/2010,0.448894715,,,,,,,,,,,,
,11/30/2009,0.19846538100000002,,,,,,,,,,,,
,8/31/2009,0.451715795,,,,,,,,,,,,
,5/29/2009,0.029569647999999997,,,,,,,,,,,,
,2/27/2009,-2.08970098,,,,,,,,,,,,
,11/28/2008,0.379535104,,,,,,,,,,,,
,8/29/2008,-0.117171571,,,,,,,,,,,,
,5/30/2008,0.20348014899999997,,,,,,,,,,,,
,2/29/2008,-4.3491398619999995,,,,,,,,,,,,
,11/30/2007,0.545043567,,,,,,,,,,,,
,8/31/2007,0.32877337,,,,,,,,,,,,
,5/31/2007,0.127656476,,,,,,,,,,,,
,2/28/2007,0.293029896,,,,,,,,,,,,
,11/30/2006,0.450299921,,,,,,,,,,,,
,8/31/2006,0.274636107,,,,,,,,,,,,
,5/31/2006,0.34568929600000003,,,,,,,,,,,,
,2/28/2006,0.232919255,,,,,,,,,,,,
,11/30/2005,0.446385535,,,,,,,,,,,,
,8/31/2005,0.334628625,,,,,,,,,,,,
,5/31/2005,0.307333171,,,,,,,,,,,,
,2/28/2005,0.191281263,,,,,,,,,,,,
,11/30/2004,0.40454568799999996,,,,,,,,,,,,
,8/31/2004,0.336484526,,,,,,,,,,,,
,5/28/2004,0.21239945600000001,,,,,,,,,,,,
,2/27/2004,0.263259112,,,,,,,,,,,,
,11/28/2003,0.166713083,,,,,,,,,,,,
,8/29/2003,0.166713083,,,,,,,,,,,,
,5/30/2003,0.20483269,,,,,,,,,,,,
,2/28/2003,0.279055671,,,,,,,,,,,,
,11/29/2002,0.34562702100000003,,,,,,,,,,,,
,8/30/2002,0.266433048,,,,,,,,,,,,
,5/31/2002,0.20231611300000002,,,,,,,,,,,,
,2/28/2002,0.148728146,,,,,,,,,,,,
,11/30/2001,0.277406484,,,,,,,,,,,,
,8/31/2001,0.204486479,,,,,,,,,,,,
,5/31/2001,0.14016884,,,,,,,,,,,,
,2/28/2001,0.120774185,,,,,,,,,,,,
,11/30/2000,0.23321278899999998,,,,,,,,,,,,
,8/31/2000,0.17486873100000003,,,,,,,,,,,,
,5/31/2000,0.12032207800000001,,,,,,,,,,,,
,2/29/2000,0.104545944,,,,,,,,,,,,
,11/30/1999,0.2003914,,,,,,,,,,,,
,8/31/1999,0.142582031,,,,,,,,,,,,
,5/28/1999,0.073494335,,,,,,,,,,,,
,2/26/1999,0.003254398,,,,,,,,,,,,
,11/30/1998,0.137523874,,,,,,,,,,,,
,8/31/1998,0.10977770199999999,,,,,,,,,,,,
,5/29/1998,0.08471518,,,,,,,,,,,,
,2/27/1998,0.041759538,,,,,,,,,,,,
,11/28/1997,0.114768521,,,,,,,,,,,,
,8/29/1997,0.081511708,,,,,,,,,,,,
,5/30/1997,0.065935941,,,,,,,,,,,,
,2/28/1997,0.082574674,,,,,,,,,,,,
,11/29/1996,0.05252416,,,,,,,,,,,,
,8/30/1996,0.031425718,,,,,,,,,,,,
,5/31/1996,0.05341010400000001,,,,,,,,,,,,
,2/29/1996,-0.031171482,,,,,,,,,,,,
,11/30/1995,0.05252416,,,,,,,,,,,,
,8/31/1995,0.031425718,,,,,,,,,,,,
,5/31/1995,0.05341010400000001,,,,,,,,,,,,
,2/28/1995,0.067506016,,,,,,,,,,,,
,11/30/1994,0.064739394,,,,,,,,,,,,
,8/31/1994,0.062593726,,,,,,,,,,,,
,5/31/1994,0.066440104,,,,,,,,,,,,
,2/28/1994,0.068051079,,,,,,,,,,,,
,11/30/1993,0.07597936599999999,,,,,,,,,,,,
,8/31/1993,-0.048066039000000005,,,,,,,,,,,,
,5/28/1993,0.050842427,,,,,,,,,,,,
,2/26/1993,0.043823903,,,,,,,,,,,,
,11/30/1992,0.046708782000000004,,,,,,,,,,,,
,8/31/1992,0.05125,,,,,,,,,,,,
