CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,,,,,,,,,,,,,,,,,,,
,,4/29/2011,0.821496528,,nan,,,,,,,,,,,,,,,,,,,,,,,,
,,1/31/2011,1.125672876,,nan,,,,,,,,,,,,,,,,,,,,,,,,
,,10/29/2010,1.264106919,,nan,,,,,,,,,,,,,,,,,,,,,,,,
,,7/30/2010,0.861357819,,nan,,,,,,,,,,,,,,,,,,,,,,,,
,,4/30/2010,1.011216033,,nan,,,,,,,,,,,,,,,,,,,,,,,,
,,1/29/2010,1.146476125,,nan,,,,,,,,,,,,,,,,,,,,,,,,
,,10/30/2009,1.186032196,,nan,,,,,,,,,,,,,,,,,,,,,,,,
,,7/31/2009,0.832902145,,nan,,,,,,,,,,,,,,,,,,,,,,,,
,,4/30/2009,0.795705943,,nan,,,,,,,,,,,,,,,,,,,,,,,,
,,1/30/2009,0.682818292,,nan,,,,,,,,,,,,,,,,,,,,,,,,
,,10/31/2008,0.943578661,,nan,,,,,,,,,,,,,,,,,,,,,,,,
,,7/31/2008,0.77704916,,nan,,,,,,,,,,,,,,,,,,,,,,,,
,,4/30/2008,0.670856719,,nan,,,,,,,,,,,,,,,,,,,,,,,,
,,1/31/2008,0.75,,nan,,,,,,,,,,,,,,,,,,,,,,,,
,,10/31/2007,0.87,,nan,,,,,,,,,,,,,,,,,,,,,,,,
,,7/31/2007,0.71,,nan,,,,,,,,,,,,,,,,,,,,,,,,
,,4/30/2007,0.75,,nan,,,,,,,,,,,,,,,,,,,,,,,,
,,1/31/2007,0.71,,nan,,,,,,,,,,,,,,,,,,,,,,,,
,,10/31/2006,0.8,,nan,,,,,,,,,,,,,,,,,,,,,,,,
,,7/31/2006,0.5,,nan,,,,,,,,,,,,,,,,,,,,,,,,
,,4/28/2006,0.62,,nan,,,,,,,,,,,,,,,,,,,,,,,,
,,1/31/2006,0.54,,nan,,,,,,,,,,,,,,,,,,,,,,,,
,,10/31/2005,0.79,,nan,,,,,,,,,,,,,,,,,,,,,,,,
,,7/29/2005,0.51,,nan,,,,,,,,,,,,,,,,,,,,,,,,
,,4/29/2005,0.38,,nan,,,,,,,,,,,,,,,,,,,,,,,,
,,1/31/2005,0.61,,nan,,,,,,,,,,,,,,,,,,,,,,,,
,,10/29/2004,0.65,,nan,,,,,,,,,,,,,,,,,,,,,,,,
,,7/30/2004,0.6,,nan,,,,,,,,,,,,,,,,,,,,,,,,
,,4/30/2004,0.44,,nan,,,,,,,,,,,,,,,,,,,,,,,,
,,1/30/2004,0.62,,nan,,,,,,,,,,,,,,,,,,,,,,,,
,,10/31/2003,0.64,,nan,,,,,,,,,,,,,,,,,,,,,,,,
,,7/31/2003,0.51,,nan,,,,,,,,,,,,,,,,,,,,,,,,
,,4/30/2003,0.46,,nan,,,,,,,,,,,,,,,,,,,,,,,,
,,1/31/2003,0.56,,nan,,,,,,,,,,,,,,,,,,,,,,,,
,,10/31/2002,0.58,,nan,,,,,,,,,,,,,,,,,,,,,,,,
,,7/31/2002,0.39,,nan,,,,,,,,,,,,,,,,,,,,,,,,
,,4/30/2002,0.28,,nan,,,,,,,,,,,,,,,,,,,,,,,,
,,1/31/2002,0.34,,nan,,,,,,,,,,,,,,,,,,,,,,,,
,,10/31/2001,0.33,,nan,,,,,,,,,,,,,,,,,,,,,,,,
,,7/31/2001,0.37,,nan,,,,,,,,,,,,,,,,,,,,,,,,
,,4/30/2001,0.3,,nan,,,,,,,,,,,,,,,,,,,,,,,,
,,1/31/2001,0.24,,nan,,,,,,,,,,,,,,,,,,,,,,,,
,,10/31/2000,0.23,,nan,,,,,,,,,,,,,,,,,,,,,,,,
,,7/31/2000,0.28,,nan,,,,,,,,,,,,,,,,,,,,,,,,
,,4/28/2000,0.03,,nan,,,,,,,,,,,,,,,,,,,,,,,,
,,1/31/2000,0.17,,nan,,,,,,,,,,,,,,,,,,,,,,,,
,,10/29/1999,0.32,,nan,,,,,,,,,,,,,,,,,,,,,,,,
,,7/30/1999,0.38,,nan,,,,,,,,,,,,,,,,,,,,,,,,
,,4/30/1999,0.34,,nan,,,,,,,,,,,,,,,,,,,,,,,,
,,1/29/1999,0.28,,nan,,,,,,,,,,,,,,,,,,,,,,,,
,,10/30/1998,0.31,,nan,,,,,,,,,,,,,,,,,,,,,,,,
,,7/31/1998,0.36,,nan,,,,,,,,,,,,,,,,,,,,,,,,
,,4/30/1998,0.33,,nan,,,,,,,,,,,,,,,,,,,,,,,,
,,1/30/1998,0.17,,nan,,,,,,,,,,,,,,,,,,,,,,,,
,,10/31/1997,0.29,,nan,,,,,,,,,,,,,,,,,,,,,,,,
,,7/31/1997,0.34,,nan,,,,,,,,,,,,,,,,,,,,,,,,
,,4/30/1997,0.31,,nan,,,,,,,,,,,,,,,,,,,,,,,,
,,1/31/1997,0.22,,nan,,,,,,,,,,,,,,,,,,,,,,,,
,,10/31/1996,0.27,,nan,,,,,,,,,,,,,,,,,,,,,,,,
,,7/31/1996,0.26,,nan,,,,,,,,,,,,,,,,,,,,,,,,
,,4/30/1996,0.14,,nan,,,,,,,,,,,,,,,,,,,,,,,,
,,1/31/1996,0.22,,nan,,,,,,,,,,,,,,,,,,,,,,,,
,,10/31/1995,0.32,,nan,,,,,,,,,,,,,,,,,,,,,,,,
,,7/31/1995,0.33,,nan,,,,,,,,,,,,,,,,,,,,,,,,
,,4/28/1995,0.385,,nan,,,,,,,,,,,,,,,,,,,,,,,,
,,1/31/1995,0.125,,nan,,,,,,,,,,,,,,,,,,,,,,,,
