CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_3,Q_EPS_Projections_Date_3,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
,11/5/2020,9/30/2020,0.86,2,,1.46,,1.46,,1.1,,,,,,
,8/3/2020,6/30/2020,0.77,2.3,,1.59,,1.45,,0.45,,,,,,
,5/20/2020,3/31/2020,1.07,1.5,,0.88,,0.88,,0.9,,,,,,
,2/6/2020,12/31/2019,1.43,1.63,,1.74,,1.74,,1.9,,,,,,
,11/7/2019,9/30/2019,0.629530931,1.93,,1.69,,1.74,,1.48,,,,,,
,8/5/2019,6/28/2019,0.406935847,0.27,,0.03,,0.04,,0.51,,,,,,
,5/13/2019,3/29/2019,0.498766884,0.78,,0.75,,0.78,,0.77,,,,,,
,2/6/2019,12/31/2018,1.56835197,2.9,,2.8,,2.73,,,,,,,,
,11/7/2018,9/28/2018,0.223036005,1.05,,0.92,,,,,,,,,,
,8/2/2018,6/29/2018,0.634782763,0.12,,0.06,,,,,,,,,,
,5/16/2018,3/29/2018,0.765999579,,,0.63,,,,,,,,,,
,2/7/2018,12/29/2017,0.220539609,,,0.98,,,,,,,,,,
,11/7/2017,9/29/2017,-0.025002285,,,0.74,,,,,,,,,,
,8/2/2017,6/30/2017,0.57699708,,,0.19,,,,,,,,,,
,5/23/2017,3/31/2017,0.84677385,,,0.57,,,,,,,,,,
,2/7/2017,12/30/2016,-0.330008404,,,0.96,,,,,,,,,,
,11/2/2016,9/30/2016,0.417914817,,,0.29,,,,,,,,,,
,8/4/2016,6/30/2016,-0.455939377,,,-0.29,,,,,,,,,,
,,3/31/2016,0.467081819,,,0.26,,,,,,,,,,
,,12/31/2015,-0.50839067,,,0.5,,,,,,,,,,
,,9/30/2015,0.625111808,,,0.15,,,,,,,,,,
,,6/30/2015,-0.809134041,,,0.36,,,,,,,,,,
,,3/31/2015,-2.99427761,,,,,,,,,,,,,
,,12/31/2014,0.419095543,,,,,,,,,,,,,
,,9/30/2014,-0.514827951,,,,,,,,,,,,,
,,6/30/2014,-0.446055765,,,,,,,,,,,,,
,,3/31/2014,-0.4,,,,,,,,,,,,,
,,12/31/2013,4.69,,,,,,,,,,,,,
,,9/30/2013,-1.4,,,,,,,,,,,,,
,,6/28/2013,-0.71,,,,,,,,,,,,,
,,3/28/2013,0.24,,,,,,,,,,,,,
,,12/31/2012,0.66,,,,,,,,,,,,,
,,9/28/2012,-0.15,,,,,,,,,,,,,
,,6/29/2012,-1.3,,,,,,,,,,,,,
,,3/30/2012,-0.79,,,,,,,,,,,,,
,,12/30/2011,0.16,,,,,,,,,,,,,
,,9/30/2011,-0.57,,,,,,,,,,,,,
,,6/30/2011,-0.11,,,,,,,,,,,,,
,,3/31/2011,-0.27,,,,,,,,,,,,,
,,12/31/2010,0.45,,,,,,,,,,,,,
,,9/30/2010,0.04,,,,,,,,,,,,,
,,6/30/2010,0.3,,,,,,,,,,,,,
,,3/31/2010,-0.13,,,,,,,,,,,,,
,,12/31/2009,0.43,,,,,,,,,,,,,
,,10/30/2009,-0.3,,,,,,,,,,,,,
,,9/30/2009,-1.14,,,,,,,,,,,,,
,,7/31/2009,-0.73,,,,,,,,,,,,,
,,6/30/2009,-0.82,,,,,,,,,,,,,
,,4/30/2009,-0.13,,,,,,,,,,,,,
,,1/30/2009,-0.66,,,,,,,,,,,,,
,,10/31/2008,-0.2,,,,,,,,,,,,,
,,7/31/2008,0.66,,,,,,,,,,,,,
,,4/30/2008,1.27,,,,,,,,,,,,,
,,1/31/2008,-0.52,,,,,,,,,,,,,
,,10/31/2007,-0.1,,,,,,,,,,,,,
,,7/31/2007,-0.81,,,,,,,,,,,,,
,,4/30/2007,-0.71,,,,,,,,,,,,,
,,1/31/2007,-0.3,,,,,,,,,,,,,
,,10/31/2006,-0.2,,,,,,,,,,,,,
,,7/31/2006,-1.29,,,,,,,,,,,,,
,,4/28/2006,-0.71,,,,,,,,,,,,,
,,1/31/2006,-0.41,,,,,,,,,,,,,
,,10/31/2005,0.27,,,,,,,,,,,,,
,,7/29/2005,-0.41,,,,,,,,,,,,,
,,4/29/2005,-0.12,,,,,,,,,,,,,
,,1/31/2005,0.78,,,,,,,,,,,,,
,,10/29/2004,0.906666667,,,,,,,,,,,,,
,,7/30/2004,-0.213333333,,,,,,,,,,,,,
,,4/30/2004,-0.22,,,,,,,,,,,,,
,,1/30/2004,0.466666667,,,,,,,,,,,,,
,,10/31/2003,0.386666667,,,,,,,,,,,,,
,,7/31/2003,0.086666667,,,,,,,,,,,,,
,,4/30/2003,0.233333333,,,,,,,,,,,,,
,,1/31/2003,0.813333333,,,,,,,,,,,,,
,,10/31/2002,0.353333333,,,,,,,,,,,,,
,,7/31/2002,0.086666667,,,,,,,,,,,,,
,,4/30/2002,0.14,,,,,,,,,,,,,
,,1/31/2002,0.646666667,,,,,,,,,,,,,
,,10/31/2001,-0.086666667,,,,,,,,,,,,,
,,7/31/2001,0.013333333,,,,,,,,,,,,,
,,4/30/2001,-0.233333333,,,,,,,,,,,,,
,,1/31/2001,0.166666667,,,,,,,,,,,,,
,,10/31/2000,0.18,,,,,,,,,,,,,
,,7/31/2000,0.046666667,,,,,,,,,,,,,
,,4/28/2000,-0.22,,,,,,,,,,,,,
,,1/31/2000,0.106666667,,,,,,,,,,,,,
,,10/29/1999,0.26,,,,,,,,,,,,,
,,7/30/1999,0.08,,,,,,,,,,,,,
,,4/30/1999,0.053333333,,,,,,,,,,,,,
,,1/29/1999,0.1,,,,,,,,,,,,,
,,10/30/1998,0.253333333,,,,,,,,,,,,,
,,7/31/1998,0.013333333,,,,,,,,,,,,,
,,4/30/1998,0.033333333,,,,,,,,,,,,,
,,1/30/1998,0.08,,,,,,,,,,,,,
,,10/31/1997,-0.226666667,,,,,,,,,,,,,
,,7/31/1997,-0.113333333,,,,,,,,,,,,,
,,4/30/1997,-0.073333333,,,,,,,,,,,,,
