CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_3,Q_EPS_Projections_Date_3,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18
,11/8/2019,9/30/2019,1.433123065,1.44,,1.29,,1.25,,1.24,,,,,,,,,,,
,8/9/2019,6/28/2019,1.008722006,1.19,,1.22,,1.15,,1.21,,,,,,,,,,,
,5/10/2019,3/29/2019,1.249080518,1.26,,1.1,,1.06,,1.11,,,,,,,,,,,
,2/8/2019,12/31/2018,1.089488278,1.32,,1.08,,1.09,,1.04,,,,,,,,,,,
,11/9/2018,9/28/2018,1.158728013,1.17,,1.05,,0.99,,,,,,,,,,,,,
,8/24/2018,6/29/2018,0.943195123,,,1.01,,0.83,,0.84,,,,,,,,,,,
,5/10/2018,3/29/2018,1.317947994,,,0.93,,0.82,,0.83,,,,,,,,,,,
,2/8/2018,12/29/2017,-0.662670307,,,0.89,,0.82,,0.81,,,,,,,,,,,
,11/9/2017,9/29/2017,0.916536184,,,0.86,,0.79,,,,,,,,,,,,,
,8/3/2017,6/30/2017,0.740824848,,,0.74,,0.76,,0.78,,,,,,,,,,,
,5/4/2017,3/31/2017,0.773335574,,,0.74,,0.77,,0.64,,,,,,,,,,,
,2/9/2017,12/30/2016,0.722487126,,,0.77,,0.63,,0.58,,,,,,,,,,,
,11/3/2016,9/30/2016,0.856107043,,,0.69,,0.61,,0.56,,,,,,,,,,,
,,6/30/2016,0.688320053,,,0.64,,0.56,,0.53,,,,,,,,,,,
,,3/31/2016,0.622294385,,,0.56,,0.51,,0.5,,,,,,,,,,,
,,12/31/2015,0.574415444,,,0.51,,0.52,,0.5,,,,,,,,,,,
,,9/30/2015,0.607686656,,,0.48,,0.47,,0.46,,,,,,,,,,,
,,6/30/2015,0.05070138,,,0.46,,0.45,,0.5,,,,,,,,,,,
,,3/31/2015,0.460145414,,,0.47,,0.49,,0.51,,,,,,,,,,,
,,12/31/2014,0.515562143,,,0.48,,,,,,,,,,,,,,,
,,9/30/2014,0.419772447,,,0.53,,,,,,,,,,,,,,,
,,6/30/2014,0.550183142,,,0.51,,,,,,,,,,,,,,,
,,3/31/2014,0.503469786,,,0.49,,,,,,,,,,,,,,,
,,12/31/2013,0.466152834,,,0.45,,,,,,,,,,,,,,,
,,9/30/2013,0.452963464,,,,,,,,,,,,,,,,,,
,,6/28/2013,0.323823318,,,,,,,,,,,,,,,,,,
,,3/28/2013,0.232336178,,,,,,,,,,,,,,,,,,
,,12/31/2012,0.197688105,,,,,,,,,,,,,,,,,,
,,9/28/2012,0.141824052,,,,,,,,,,,,,,,,,,
,,6/29/2012,0.302491292,,,,,,,,,,,,,,,,,,
,,3/30/2012,0.296463043,,,,,,,,,,,,,,,,,,
