CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2.1,Q_EPS_Projections_Date_2.1,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
,,6/30/2011,0.324370848,,,,,,,,,,,,,
,,3/31/2011,0.293521433,,,,,,,,,,,,,
,,12/31/2010,0.36853576,,,,,,,,,,,,,
,,9/30/2010,0.203194429,,,,,,,,,,,,,
,,6/30/2010,0.203459613,,,,,,,,,,,,,
,,3/31/2010,0.194713444,,,,,,,,,,,,,
,,12/31/2009,0.259126772,,,,,,,,,,,,,
,,9/30/2009,0.205484502,,,,,,,,,,,,,
,,6/30/2009,0.178040467,,,,,,,,,,,,,
,,3/31/2009,0.208807159,,,,,,,,,,,,,
,,12/31/2008,0.348305883,,,,,,,,,,,,,
,,9/30/2008,0.190569446,,,,,,,,,,,,,
,,6/30/2008,0.302340867,,,,,,,,,,,,,
,,3/31/2008,0.212543038,,,,,,,,,,,,,
,,12/31/2007,0.366510881,,,,,,,,,,,,,
,,9/28/2007,0.114417063,,,,,,,,,,,,,
,,6/29/2007,0.128209106,,,,,,,,,,,,,
,,3/30/2007,0.075667587,,,,,,,,,,,,,
,,12/29/2006,0.195085269,,,,,,,,,,,,,
,,9/29/2006,0.082645908,,,,,,,,,,,,,
,,6/30/2006,0.157625083,,,,,,,,,,,,,
,,3/31/2006,0.067099604,,,,,,,,,,,,,
,,12/30/2005,0.128154096,,,,,,,,,,,,,
,,9/30/2005,-0.015292069,,,,,,,,,,,,,
,,6/30/2005,-0.007320343,,,,,,,,,,,,,
,,3/31/2005,-0.132109877,,,,,,,,,,,,,
,,12/31/2004,0.046591698,,,,,,,,,,,,,
,,12/30/2004,0.001287022,,,,,,,,,,,,,
,,12/29/2004,0.081486681,,,,,,,,,,,,,
,,12/28/2004,0.003484007,,,,,,,,,,,,,
,,12/27/2004,0.0529709,,,,,,,,,,,,,
,,12/23/2004,0.04245583,,,,,,,,,,,,,
,,12/22/2004,0.100454052,,,,,,,,,,,,,
,,12/21/2004,-0.018784475,,,,,,,,,,,,,
,,9/30/2004,0.0013,,,,,,,,,,,,,
,,6/30/2004,0.0815,,,,,,,,,,,,,
,,3/31/2004,0.0035,,,,,,,,,,,,,
,,12/31/2003,0.053,,,,,,,,,,,,,
,,9/30/2003,0.0425,,,,,,,,,,,,,
,,6/30/2003,0.1005,,,,,,,,,,,,,
,,3/31/2003,-0.0188,,,,,,,,,,,,,
,,12/31/2002,-0.177171015,,,,,,,,,,,,,
,,9/30/2002,0.120702732,,,,,,,,,,,,,
,,6/28/2002,0.137982902,,,,,,,,,,,,,
,,3/28/2002,-0.05100871,,,,,,,,,,,,,
,,12/31/2001,0.146961676,,,,,,,,,,,,,
,,9/28/2001,-0.093941441,,,,,,,,,,,,,
,,6/29/2001,-0.097914085,,,,,,,,,,,,,
,,3/30/2001,-0.619056972,,,,,,,,,,,,,
,,12/29/2000,0.044888039,,,,,,,,,,,,,
,,9/29/2000,-0.019403421,,,,,,,,,,,,,
,,6/30/2000,0.02683732,,,,,,,,,,,,,
,,3/31/2000,0.030791497,,,,,,,,,,,,,
,,12/31/1999,0.181555497,,,,,,,,,,,,,
,,9/30/1999,0.027880474,,,,,,,,,,,,,
,,6/30/1999,0.24725285,,,,,,,,,,,,,
,,3/31/1999,0.270034174,,,,,,,,,,,,,
,,12/31/1998,0.287879368,,,,,,,,,,,,,
,,9/30/1998,0.185640356,,,,,,,,,,,,,
,,6/30/1998,0.215840041,,,,,,,,,,,,,
,,3/31/1998,0.190537133,,,,,,,,,,,,,
