CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_3,Q_EPS_Projections_Date_3,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18
,4/3/2024,2/28/2024,2.84,3.38,,3.24,,3.19,,2.93,,,,,,,,,,,
,1/9/2024,11/30/2023,3.21,3.72,,3.2,,3.19,,3.19,,,,,,,,,,,
,10/4/2023,8/30/2023,2.63,3.97,,3.74,,3.74,,3.93,,,,,,,,,,,
,6/29/2023,5/30/2023,3.28,3.75,,3.74,,3.74,,3.76,,,,,,,,,,,
,4/4/2023,2/28/2023,2.57,3.06,,2.72,,2.72,,2.77,,,,,,,,,,,
,1/9/2023,11/30/2022,2.29,3.29,,2.99,,2.99,,2.99,,,,,,,,,,,
,10/4/2022,8/31/2022,3.48,3.85,,3.68,,3.7,,3.52,,,,,,,,,,,
,6/30/2022,5/29/2022,3.07,3.52,,2.94,,2.94,,2.93,,,,,,,,,,,
,4/5/2022,2/28/2022,2.13,2.57,,2.35,,2.35,,2.32,,,,,,,,,,,
,1/7/2022,11/29/2021,2.46,2.85,,2.42,,2.42,,2.34,,,,,,,,,,,
,10/6/2021,8/31/2021,2.72,3.27,,2.89,,2.9,,2.7,,,,,,,,,,,
,7/1/2021,5/29/2021,2.37,2.77,,2.24,,2.24,,2.15,,,,,,,,,,,
,3/31/2021,2/28/2021,1.74,2.12,,1.69,,1.68,,1.63,,,,,,,,,,,
,1/7/2021,11/29/2020,1.57,2.03,,1.82,,2.4,,,,,,,,,,,,,
,10/8/2020,8/31/2020,1.87,2.35,,3.06,,3.18,,3.18,,,,,,,,,,,
,6/30/2020,5/29/2020,1.52,1.94,,2.67,,2.78,,2.78,,,,,,,,,,,
,4/2/2020,2/28/2020,1.44,1.84,,2.1,,2.11,,2.11,,,,,,,,,,,
,1/9/2020,11/29/2019,1.44,2.13,,2.41,,2.49,,2.49,,,,,,,,,,,
,10/2/2019,8/30/2019,2.42,2.75,,2.95,,2.95,,2.94,,,,,,,,,,,
,7/2/2019,5/31/2019,2.221105528,2.53,,2.5,,2.49,,2.39,,,,,,,,,,,
,4/3/2019,2/28/2019,1.674242424,1.99,,1.79,,1.81,,1.82,,,,,,,,,,,
,1/9/2019,11/30/2018,1.985037406,2.32,,2.14,,2.18,,2.32,,,,,,,,,,,
,10/3/2018,8/31/2018,2.698254364,2.68,,2.62,,2.61,,2.86,,,,,,,,,,,
,7/3/2018,5/31/2018,1.802469136,2.37,,2.17,,2.15,,2.43,,,,,,,,,,,
,4/4/2018,2/28/2018,2.334939759,1.89,,2.11,,2.18,,1.96,,,,,,,,,,,
,1/9/2018,11/30/2017,1.698337292,1.94,,2.1,,2.11,,2.23,,,,,,,,,,,
,10/4/2017,8/31/2017,2.154761905,,,2.42,,2.43,,2.31,,,,,,,,,,,
,6/29/2017,5/31/2017,1.898383372,,,2.03,,2.02,,1.98,,,,,,,,,,,
,4/4/2017,2/28/2017,1.529545455,,,1.83,,1.84,,2.06,,,,,,,,,,,
,1/9/2017,11/30/2016,1.856818182,,,2.16,,2.17,,2.19,,,,,,,,,,,
,,8/31/2016,1.888382688,,,2.39,,2.36,,2.22,,,,,,,,,,,
,,5/31/2016,1.689497717,,,2.03,,2.02,,1.88,,,,,,,,,,,
,,2/29/2016,1.49543379,,,1.51,,1.49,,1.43,,,,,,,,,,,
,,11/30/2015,1.568807339,,,1.58,,1.6,,1.59,,,,,,,,,,,
,,8/31/2015,1.381609195,,,1.62,,1.64,,1.65,,,,,,,,,,,
,,5/29/2015,1.482758621,,,1.34,,1.35,,1.28,,,,,,,,,,,
,,2/27/2015,1.069124424,,,1.05,,1.04,,0.97,,,,,,,,,,,
,,11/28/2014,1.180138568,,,1.13,,1.09,,1.12,,,,,,,,,,,
,,8/29/2014,1.268518519,,,1.22,,1.33,,1.28,,,,,,,,,,,
,,5/30/2014,1.016241299,,,1.12,,1.13,,1.11,,,,,,,,,,,
,,2/28/2014,0.758700696,,,0.83,,0.84,,0.79,,,,,,,,,,,
,,11/29/2013,1.037296037,,,0.84,,0.78,,1.02,,,,,,,,,,,
,,8/30/2013,1.051522248,,,1.02,,1.04,,0.9,,,,,,,,,,,
,,5/31/2013,0.744131455,,,0.88,,0.89,,0.62,,,,,,,,,,,
,,2/27/2013,0.581176471,,,0.62,,0.63,,0.71,,,,,,,,,,,
,,11/30/2012,0.617021277,,,0.8,,,,,,,,,,,,,,,
,,8/30/2012,0.788598575,,,0.92,,,,,,,,,,,,,,,
,,5/30/2012,0.8,,,0.78,,,,,,,,,,,,,,,
,,2/28/2012,0.46778043,,,0.61,,,,,,,,,,,,,,,
,,11/30/2011,0.717026379,,,,,,,,,,,,,,,,,,
,,8/31/2011,0.799065421,,,,,,,,,,,,,,,,,,
,,5/31/2011,0.626450116,,,,,,,,,,,,,,,,,,
,,2/28/2011,0.462790698,,,,,,,,,,,,,,,,,,
,,11/30/2010,0.570093458,,,,,,,,,,,,,,,,,,
,,8/31/2010,0.62817552,,,,,,,,,,,,,,,,,,
,,5/28/2010,0.489655172,,,,,,,,,,,,,,,,,,
,,2/26/2010,0.180138568,,,,,,,,,,,,,,,,,,
,,11/30/2009,0.540603248,,,,,,,,,,,,,,,,,,
,,8/31/2009,0.68,,,,,,,,,,,,,,,,,,
,,5/29/2009,0.53,,,,,,,,,,,,,,,,,,
,,2/27/2009,0.35,,,,,,,,,,,,,,,,,,
,,11/28/2008,0.48,,,,,,,,,,,,,,,,,,
,,8/29/2008,1.02,,,,,,,,,,,,,,,,,,
,,5/30/2008,1,,,,,,,,,,,,,,,,,,
,,2/29/2008,0.82,,,,,,,,,,,,,,,,,,
,,11/30/2007,0.72,,,,,,,,,,,,,,,,,,
,,8/31/2007,1.16,,,,,,,,,,,,,,,,,,
,,5/31/2007,0.88,,,,,,,,,,,,,,,,,,
,,2/28/2007,0.55,,,,,,,,,,,,,,,,,,
,,11/30/2006,0.77,,,,,,,,,,,,,,,,,,
,,8/31/2006,0.93,,,,,,,,,,,,,,,,,,
,,5/31/2006,0.63,,,,,,,,,,,,,,,,,,
,,2/28/2006,0.32,,,,,,,,,,,,,,,,,,
,,11/30/2005,0.48,,,,,,,,,,,,,,,,,,
,,8/31/2005,0.61,,,,,,,,,,,,,,,,,,
,,5/31/2005,0.44,,,,,,,,,,,,,,,,,,
,,2/28/2005,-0.2,,,,,,,,,,,,,,,,,,
,,11/30/2004,0.3,,,,,,,,,,,,,,,,,,
,,8/31/2004,0.62,,,,,,,,,,,,,,,,,,
,,5/28/2004,0.42,,,,,,,,,,,,,,,,,,
,,2/27/2004,0.22,,,,,,,,,,,,,,,,,,
,,11/28/2003,0.3,,,,,,,,,,,,,,,,,,
,,8/29/2003,0.34,,,,,,,,,,,,,,,,,,
,,5/30/2003,0.37,,,,,,,,,,,,,,,,,,
,,2/28/2003,0.19,,,,,,,,,,,,,,,,,,
,,11/29/2002,0.25,,,,,,,,,,,,,,,,,,
,,8/30/2002,0.37,,,,,,,,,,,,,,,,,,
,,5/31/2002,0.35,,,,,,,,,,,,,,,,,,
