CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,,,,,,
,5/1/2023,3/30/2023,1.52,1.8,,1.73,,1.74,,1.76,,,,,,,
,2/13/2023,12/31/2022,2.2,2.45,,2.35,,2.36,,2.35,,,,,,,
,10/27/2022,9/30/2022,1.47,1.77,,1.67,,1.67,,1.68,,,,,,,
,8/1/2022,6/30/2022,1.36,1.64,,1.61,,1.61,,1.65,,,,,,,
,4/27/2022,3/31/2022,1.3,1.58,,1.54,,1.54,,1.56,,,,,,,
,2/3/2022,12/31/2021,1.98,2.25,,2.14,,2.14,,2.12,,,,,,,
,10/28/2021,9/30/2021,1.4,1.65,,1.6,,1.6,,1.59,,,,,,,
,7/26/2021,6/30/2021,1.38,1.61,,1.56,,1.56,,1.55,,,,,,,
,4/26/2021,3/31/2021,1.33,1.54,,1.49,,1.5,,1.49,,,,,,,
,2/3/2021,12/31/2020,1.95,2.17,,2.11,,2.11,,2.11,,,,,,,
,10/22/2020,9/30/2020,1.42,1.64,,1.53,,1.48,,1.51,,,,,,,
,7/22/2020,6/30/2020,1.38,1.58,,1.43,,1.46,,1.53,,,,,,,
,4/27/2020,3/31/2020,1.229023384,1.42,,1.38,,1.39,,1.46,,,,,,,
,2/3/2020,12/31/2019,1.839297772,2.02,,1.99,,1.97,,1.74,,,,,,,
,10/28/2019,9/30/2019,1.246152724,1.44,,1.4,,1.41,,1.48,,,,,,,
,7/24/2019,6/28/2019,1.207219869,1.38,,1.37,,1.45,,1.42,,,,,,,
,4/18/2019,3/29/2019,1.153905844,1.32,,1.31,,1.37,,1.38,,,,,,,
,1/30/2019,12/31/2018,1.513758903,1.68,,1.63,,1.66,,1.59,,,,,,,
,10/24/2018,9/28/2018,1.24633763,1.38,,1.36,,1.35,,1.39,,,,,,,
,7/25/2018,6/29/2018,1.238098817,1.37,,1.3,,1.31,,1.37,,,,,,,
,4/25/2018,3/29/2018,1.157249661,1.3,,1.28,,1.32,,1.31,,,,,,,
,1/31/2018,12/29/2017,1.456229386,,,1.5,,1.49,,1.48,,,,,,,
,10/31/2017,9/29/2017,1.159786462,,,1.24,,1.25,,1.28,,,,,,,
,7/20/2017,6/30/2017,1.123308585,,,1.22,,1.23,,1.22,,,,,,,
,4/27/2017,3/31/2017,1.083138027,,,1.19,,1.18,,1.13,,,,,,,
,,12/30/2016,1.309022924,,,1.25,,1.23,,1.29,,,,,,,
,,9/30/2016,0.987025983,,,1.08,,1.12,,1.13,,,,,,,
,,6/30/2016,0.948534459,,,1.07,,1.09,,1.1,,,,,,,
,,3/31/2016,0.945961827,,,1.03,,1.04,,1.03,,,,,,,
,,12/31/2015,1.081283512,,,1.15,,1.11,,1.13,,,,,,,
,,9/30/2015,0.922658467,,,0.98,,0.97,,0.99,,,,,,,
,,6/30/2015,0.878448741,,,0.95,,0.94,,0.95,,,,,,,
,,3/31/2015,0.857402473,,,0.91,,0.92,,0.91,,,,,,,
,,12/31/2014,0.982147388,,,1.05,,1.03,,1.02,,,,,,,
,,9/30/2014,0.843248649,,,0.91,,0.9,,0.91,,,,,,,
,,6/30/2014,0.825607612,,,0.87,,0.88,,0.83,,,,,,,
,,3/31/2014,0.782003474,,,0.84,,0.83,,0.84,,,,,,,
,,12/31/2013,0.986247504,,,0.95,,0.96,,0.9,,,,,,,
,,9/30/2013,0.803858699,,,0.78,,0.84,,0.85,,,,,,,
,,6/28/2013,0.755243916,,,0.76,,0.81,,0.83,,,,,,,
,,3/28/2013,0.73032765,,,0.73,,0.78,,0.8,,,,,,,
,,12/31/2012,0.851795279,,,0.83,,0.88,,0.9,,,,,,,
,,9/28/2012,0.730208847,,,0.73,,0.78,,,,,,,,,
,,6/29/2012,0.709734053,,,0.72,,,,,,,,,,,
,,3/30/2012,0.675985673,,,0.68,,,,,,,,,,,
,,12/30/2011,0.750971538,,,nan,,,,,,,,,,,
,,9/30/2011,0.628240211,,,nan,,,,,,,,,,,
,,6/30/2011,0.596513877,,,nan,,,,,,,,,,,
,,3/31/2011,0.568034839,,,nan,,,,,,,,,,,
,,12/31/2010,0.640804544,,,nan,,,,,,,,,,,
,,9/30/2010,0.541091586,,,nan,,,,,,,,,,,
,,6/30/2010,0.484813778,,,nan,,,,,,,,,,,
,,3/31/2010,0.459158966,,,nan,,,,,,,,,,,
,,12/31/2009,0.513119001,,,nan,,,,,,,,,,,
,,9/30/2009,0.432069839,,,nan,,,,,,,,,,,
,,6/30/2009,0.357266734,,,nan,,,,,,,,,,,
,,3/31/2009,0.381553448,,,nan,,,,,,,,,,,
,,12/31/2008,0.406221521,,,nan,,,,,,,,,,,
,,9/30/2008,0.369682362,,,nan,,,,,,,,,,,
,,6/30/2008,0.363260549,,,nan,,,,,,,,,,,
,,3/31/2008,0.356702356,,,nan,,,,,,,,,,,
,,12/31/2007,0.394259013,,,nan,,,,,,,,,,,
,,9/28/2007,0.341097193,,,nan,,,,,,,,,,,
,,6/29/2007,0.307144342,,,nan,,,,,,,,,,,
,,3/30/2007,0.206191725,,,nan,,,,,,,,,,,
,,12/29/2006,0.347545496,,,nan,,,,,,,,,,,
,,9/29/2006,0.307080326,,,nan,,,,,,,,,,,
,,6/30/2006,0.27273595,,,nan,,,,,,,,,,,
,,3/31/2006,0.250848603,,,nan,,,,,,,,,,,
,,12/30/2005,0.358979826,,,nan,,,,,,,,,,,
,,9/30/2005,0.314881536,,,nan,,,,,,,,,,,
,,6/30/2005,0.309292209,,,nan,,,,,,,,,,,
,,3/31/2005,0.287745462,,,nan,,,,,,,,,,,
,,12/31/2004,0.296917179,,,nan,,,,,,,,,,,
,,9/30/2004,0.258410396,,,nan,,,,,,,,,,,
,,6/30/2004,0.237117691,,,nan,,,,,,,,,,,
,,3/31/2004,0.161367669,,,nan,,,,,,,,,,,
,,12/31/2003,0.255071648,,,nan,,,,,,,,,,,
,,9/30/2003,0.227897824,,,nan,,,,,,,,,,,
,,6/30/2003,0.235808134,,,nan,,,,,,,,,,,
,,3/31/2003,0.237283517,,,nan,,,,,,,,,,,
,,12/31/2002,0.26,,,nan,,,,,,,,,,,
,,9/30/2002,0.25,,,nan,,,,,,,,,,,
,,6/28/2002,0.26,,,nan,,,,,,,,,,,
,,3/28/2002,0.25,,,nan,,,,,,,,,,,
,,12/31/2001,0.3,,,nan,,,,,,,,,,,
,,9/28/2001,0.29,,,nan,,,,,,,,,,,
,,6/29/2001,0.33,,,nan,,,,,,,,,,,
,,3/30/2001,0.32,,,nan,,,,,,,,,,,
,,12/29/2000,0.31,,,nan,,,,,,,,,,,
,,9/29/2000,0.23,,,nan,,,,,,,,,,,
,,6/30/2000,0.17,,,nan,,,,,,,,,,,
,,3/31/2000,0.13,,,nan,,,,,,,,,,,
,,12/31/1999,0.12,,,nan,,,,,,,,,,,
,,9/30/1999,0.1,,,nan,,,,,,,,,,,
,,6/30/1999,0.09,,,nan,,,,,,,,,,,
,,3/31/1999,0.08,,,nan,,,,,,,,,,,
,,12/31/1998,0.076666667,,,nan,,,,,,,,,,,
,,9/30/1998,0.073333333,,,nan,,,,,,,,,,,
,,6/30/1998,0.083333333,,,nan,,,,,,,,,,,
