CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/29/2018,1.991514286,,,2.39,,2.38,,2.37,,2.21,,2.19,,2.18,,2.2,,2.22,,2.26,,2.3,,,,,,,,,,,,,,,,,,,,,,
,,3/29/2018,1.766641422,,,2.27,,2.26,,2.12,,2.11,,2.1,,2.13,,2.14,,2.17,,2.2,,,,,,,,,,,,,,,,,,,,,,,,
,,12/29/2017,1.413733014,,,2.04,,2.05,,2.09,,2.1,,2.13,,2.16,,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/29/2017,2.13950446,,,2.21,,2.24,,2.29,,2.28,,2.27,,2.28,,2.12,,2.1,,2.09,,2.06,,,,,,,,,,,,,,,,,,,,,,
,,6/30/2017,1.517409611,,,2.03,,2.09,,2.08,,2.09,,1.99,,1.97,,1.93,,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/31/2017,1.432275328,,,1.97,,1.96,,1.97,,1.89,,1.88,,1.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/30/2016,1.435265443,,,1.94,,1.95,,1.86,,1.85,,1.81,,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/30/2016,1.644004105,,,1.94,,1.92,,1.93,,1.88,,1.93,,1.94,,1.97,,1.94,,1.79,,,,,,,,,,,,,,,,,,,,,,,,
,,6/30/2016,1.365196698,,,1.79,,1.74,,1.79,,1.8,,1.85,,1.82,,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/31/2016,1.112250015,,,1.63,,1.68,,1.76,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/30/2015,1.283894788,,,1.6,,1.61,,1.71,,1.7,,1.71,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/29/2015,1.364834454,,,1.74,,1.71,,1.72,,1.74,,1.73,,1.69,,1.68,,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/29/2015,1.294828856,,,1.6,,1.59,,1.62,,1.61,,1.59,,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/30/2015,1.17903756,,,1.5,,1.53,,1.52,,1.51,,1.49,,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/30/2014,1.20606036,,,1.49,,1.48,,1.46,,1.42,,1.41,,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/29/2014,1.26430089,,,1.48,,1.46,,1.43,,1.42,,1.4,,1.39,,1.38,,1.37,,1.35,,1.05,,,,,,,,,,,,,,,,,,,,,,
,,6/27/2014,1.054452096,,,1.35,,1.33,,1.32,,1.3,,1.29,,1.3,,1.28,,1.27,,0.95,,,,,,,,,,,,,,,,,,,,,,,,
,,3/28/2014,0.913396464,,,1.25,,1.21,,1.22,,1.23,,1.22,,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/30/2013,0.874405695,,,1.19,,1.2,,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/27/2013,0.96894781,,,1.19,,1.17,,1.19,,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/27/2013,0.864500913,,,1.08,,1.1,,1.12,,1.27,,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/27/2013,0.801526911,,,1.06,,1.07,,1.23,,1.2,,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/28/2012,0.876573577,,,1.15,,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/27/2012,0.852590494,,,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/28/2012,0.908116251,,,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/29/2012,0.860432466,,,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/29/2011,0.833003433,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/29/2011,0.837109675,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/29/2011,0.767500644,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/30/2011,0.680882605,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/30/2010,0.681743582,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/29/2010,0.593639619,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/29/2010,0.49974701,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/30/2010,0.410518102,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/30/2009,0.364470392,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/29/2009,0.354051928,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/29/2009,0.286087524,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/30/2009,0.238607515,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/30/2008,0.267777458,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/29/2008,0.236143741,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/27/2008,0.23,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/28/2008,0.21,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/28/2007,0.21,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/27/2007,0.15,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/28/2007,0.26,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/29/2007,0.24,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/28/2006,0.26,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/28/2006,0.21,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/29/2006,0.2,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/30/2006,0.19,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/29/2005,0.19,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/29/2005,0.185,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/29/2005,0.16,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/30/2005,0.14,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/30/2004,0.11,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/29/2004,0.235,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/29/2004,0.1,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/30/2004,0.08,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/30/2003,0.055,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/29/2003,0.02,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/27/2003,0.025,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/28/2003,0.015,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/30/2002,0.01,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/27/2002,-0.015,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/27/2002,-0.085,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/27/2002,-0.035,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/28/2001,-0.04,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/27/2001,-0.225,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/28/2001,-0.035,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/29/2001,-0.2,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/28/2000,-0.205,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/28/2000,0.035,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/29/2000,0.085,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/30/2000,0.09,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
