Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_3,Q_EPS_Projections_Date_3,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,,
,9/30/2014,0.7426148,,0.86,,0.88,,0.92,,0.87,1.06,1.08,1.18,0.75,,,,,,,
,6/30/2014,0.647846859,,0.74,,0.78,,0.95,,0.97,1.06,0.62,,,,,,,,,
,3/31/2014,0.381741814,,0.66,,0.67,,0.83,,0.84,0.86,0.82,,,,,,,,,
,1/2/2014,0.711904981,,0.83,,0.88,,0.9,,,,,,,,,,,,,
,10/1/2013,0.744117378,,0.88,,0.77,,,,,,,,,,,,,,,
,7/1/2013,0.636375207,,0.76,,0.66,,,,,,,,,,,,,,,
,4/1/2013,0.510583054,,0.66,,0.76,,,,,,,,,,,,,,,
,1/2/2013,0.685827552,,0.76,,,,,,,,,,,,,,,,,
,10/1/2012,0.612240849,,0.75,,,,,,,,,,,,,,,,,
,7/2/2012,0.593907285,,,,,,,,,,,,,,,,,,,
,4/2/2012,0.468480756,,,,,,,,,,,,,,,,,,,
,1/3/2012,0.280089203,,,,,,,,,,,,,,,,,,,
,10/3/2011,0.585330041,,,,,,,,,,,,,,,,,,,
,7/1/2011,0.353433892,,,,,,,,,,,,,,,,,,,
,4/1/2011,0.253723297,,,,,,,,,,,,,,,,,,,
,1/3/2011,0.33,,,,,,,,,,,,,,,,,,,
,10/1/2010,0.23,,,,,,,,,,,,,,,,,,,
,7/1/2010,0.08,,,,,,,,,,,,,,,,,,,
,4/1/2010,0.05,,,,,,,,,,,,,,,,,,,
,1/4/2010,0.53,,,,,,,,,,,,,,,,,,,
,10/1/2009,0.28,,,,,,,,,,,,,,,,,,,
,7/1/2009,0.61,,,,,,,,,,,,,,,,,,,
,4/1/2009,0.68,,,,,,,,,,,,,,,,,,,
,1/2/2009,0.75,,,,,,,,,,,,,,,,,,,
,10/1/2008,0.7,,,,,,,,,,,,,,,,,,,
,7/1/2008,0.76,,,,,,,,,,,,,,,,,,,
,4/1/2008,0.51,,,,,,,,,,,,,,,,,,,
,1/2/2008,0.57,,,,,,,,,,,,,,,,,,,
,10/1/2007,0.42,,,,,,,,,,,,,,,,,,,
,7/2/2007,0.32,,,,,,,,,,,,,,,,,,,
,4/2/2007,0.28,,,,,,,,,,,,,,,,,,,
,1/3/2007,0.33,,,,,,,,,,,,,,,,,,,
