CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,,,,,,
,,3/30/2001,0.23,,,nan,,,,,,,,,,,
,,12/29/2000,-1.55,,,nan,,,,,,,,,,,
,,9/29/2000,0.66,,,nan,,,,,,,,,,,
,,6/30/2000,0.71,,,nan,,,,,,,,,,,
,,3/31/2000,0.25,,,nan,,,,,,,,,,,
,,12/31/1999,0.34,,,nan,,,,,,,,,,,
,,9/30/1999,0.66,,,nan,,,,,,,,,,,
,,6/30/1999,0.63,,,nan,,,,,,,,,,,
,,3/31/1999,0.17,,,nan,,,,,,,,,,,
,,12/31/1998,0.28,,,nan,,,,,,,,,,,
,,9/30/1998,0.58,,,nan,,,,,,,,,,,
,,6/30/1998,0.57,,,nan,,,,,,,,,,,
,,3/31/1998,0.14,,,nan,,,,,,,,,,,
,,12/31/1997,0.26,,,nan,,,,,,,,,,,
,,9/30/1997,0.57,,,nan,,,,,,,,,,,
,,6/30/1997,0.54,,,nan,,,,,,,,,,,
,,3/31/1997,0.13,,,nan,,,,,,,,,,,
,,12/31/1996,0.23,,,nan,,,,,,,,,,,
,,9/30/1996,0.51,,,nan,,,,,,,,,,,
,,6/28/1996,0.47,,,nan,,,,,,,,,,,
