CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,,,,
,5/25/2022,3/31/2022,0.91,1.01,,0.68,,0.68,,0.66,,,,,
,2/3/2022,12/31/2021,0.98,0.93,,0.93,,1.79,,,,,,,
,11/9/2021,9/30/2021,2.34,2.59,,2.13,,,,,,,,,
,8/4/2021,6/30/2021,1.748381817,0.98,,1.55,,,,,,,,,
,5/20/2021,3/31/2021,1.162790698,0.71,,1.2,,,,,,,,,
,2/3/2021,12/31/2020,1.617431604,0.9,,1.35,,,,,,,,,
,11/4/2020,9/30/2020,1.478605033,0.84,,1.22,,,,,,,,,
,8/5/2020,6/30/2020,1.299671347,0.76,,1.13,,,,,,,,,
,5/21/2020,3/31/2020,0.985810306,0.62,,0.95,,,,,,,,,
,2/5/2020,12/31/2019,1.461354463,0.82,,1.36,,,,,,,,,
,11/6/2019,9/30/2019,1.505617978,,,1.39,,,,,,,,,
,8/7/2019,6/28/2019,1.203834436,,,1.16,,,,,,,,,
,5/22/2019,3/29/2019,1.108557961,,,1.18,,,,,,,,,
,2/6/2019,12/31/2018,1.09746013,,,1.14,,,,,,,,,
,11/7/2018,9/28/2018,1.325114088,,,1.6,,,,,,,,,
,8/8/2018,6/29/2018,1.123262484,,,1.17,,,,,,,,,
,,3/29/2018,0.646255539,,,0.99,,,,,,,,,
,,12/29/2017,1.113724089,,,0.84,,,,,,,,,
,,9/29/2017,1.229368932,,,1.12,,,,,,,,,
,,6/30/2017,0.957486269,,,0.81,,,,,,,,,
,,3/31/2017,0.750303984,,,0.72,,,,,,,,,
,,12/30/2016,0.906609195,,,0.78,,,,,,,,,
,,9/30/2016,1.208225295,,,1,,,,,,,,,
,,6/30/2016,0.750633089,,,0.65,,,,,,,,,
,,3/31/2016,0.677900327,,,0.605,,,,,,,,,
,,12/31/2015,0.702483286,,,0.885,,,,,,,,,
,,9/30/2015,1.074345621,,,0.85,,,,,,,,,
,,6/30/2015,0.603615943,,,0.61,,,,,,,,,
,,3/31/2015,0.611194951,,,0.61,,,,,,,,,
,,12/31/2014,1.064775381,,,0.705,,,,,,,,,
,,9/30/2014,0.813614704,,,0.635,,,,,,,,,
,,6/30/2014,0.62369361,,,0.565,,,,,,,,,
,,3/31/2014,0.519327943,,,0.52,,,,,,,,,
,,12/31/2013,0.660827333,,,0.53,,,,,,,,,
,,9/30/2013,0.53151315,,,0.575,,,,,,,,,
,,6/28/2013,0.483864039,,,0.54,,,,,,,,,
,,3/28/2013,0.483614073,,,0.51,,,,,,,,,
,,12/31/2012,0.554050138,,,nan,,,,,,,,,
,,9/28/2012,0.618551339,,,nan,,,,,,,,,
,,6/29/2012,0.494371546,,,nan,,,,,,,,,
,,3/30/2012,0.244341099,,,nan,,,,,,,,,
,,12/30/2011,0.548469029,,,nan,,,,,,,,,
,,9/29/2011,0.424124265,,,nan,,,,,,,,,
,,6/30/2011,0.218087723,,,nan,,,,,,,,,
,,3/31/2011,0.209901842,,,nan,,,,,,,,,
,,12/31/2010,0.446626664,,,nan,,,,,,,,,
,,9/30/2010,0.471663569,,,nan,,,,,,,,,
,,6/30/2010,0.283689941,,,nan,,,,,,,,,
,,3/31/2010,0.211049853,,,nan,,,,,,,,,
,,12/31/2009,0.135371354,,,nan,,,,,,,,,
,,9/30/2009,0.292362221,,,nan,,,,,,,,,
,,6/30/2009,0.112945933,,,nan,,,,,,,,,
,,3/31/2009,0.045659789,,,nan,,,,,,,,,
,,12/31/2008,0.116725239,,,nan,,,,,,,,,
,,9/30/2008,0.372279144,,,nan,,,,,,,,,
,,6/30/2008,0.215193262,,,nan,,,,,,,,,
,,3/31/2008,0.16,,,nan,,,,,,,,,
,,12/31/2007,0.225,,,nan,,,,,,,,,
,,9/28/2007,0.295,,,nan,,,,,,,,,
,,6/29/2007,0.295,,,nan,,,,,,,,,
,,3/30/2007,0.115,,,nan,,,,,,,,,
,,12/29/2006,0.735,,,nan,,,,,,,,,
,,9/29/2006,0.06,,,nan,,,,,,,,,
,,6/30/2006,0.11,,,nan,,,,,,,,,
,,3/31/2006,-0.275,,,nan,,,,,,,,,
,,12/30/2005,0.07,,,nan,,,,,,,,,
,,9/30/2005,0.105,,,nan,,,,,,,,,
,,6/30/2005,0.07,,,nan,,,,,,,,,
,,3/31/2005,1.055,,,nan,,,,,,,,,
,,12/30/2004,0.085,,,nan,,,,,,,,,
,,9/30/2004,0.11,,,nan,,,,,,,,,
,,6/30/2004,0.115,,,nan,,,,,,,,,
,,3/31/2004,0.125,,,nan,,,,,,,,,
,,12/31/2003,0.13,,,nan,,,,,,,,,
,,9/30/2003,0.135,,,nan,,,,,,,,,
,,6/30/2003,0.12,,,nan,,,,,,,,,
,,3/31/2003,0.16,,,nan,,,,,,,,,
,,12/31/2002,0.13,,,nan,,,,,,,,,
,,9/30/2002,0.125,,,nan,,,,,,,,,
,,6/28/2002,0.095,,,nan,,,,,,,,,
,,3/28/2002,0.165,,,nan,,,,,,,,,
,,12/31/2001,0.1,,,nan,,,,,,,,,
,,9/28/2001,0.11,,,nan,,,,,,,,,
,,6/29/2001,0.105,,,nan,,,,,,,,,
,,3/30/2001,0.31,,,nan,,,,,,,,,
,,12/29/2000,0.09,,,nan,,,,,,,,,
,,9/29/2000,0.095,,,nan,,,,,,,,,
,,6/30/2000,0.12,,,nan,,,,,,,,,
,,3/31/2000,0.03,,,nan,,,,,,,,,
,,12/31/1999,0.13,,,nan,,,,,,,,,
,,9/30/1999,0.14,,,nan,,,,,,,,,
,,6/30/1999,0.1,,,nan,,,,,,,,,
,,3/31/1999,0.08,,,nan,,,,,,,,,
,,12/31/1998,0.12,,,nan,,,,,,,,,
,,9/30/1998,0.14,,,nan,,,,,,,,,
,,6/30/1998,0.115,,,nan,,,,,,,,,
,,3/31/1998,0.125,,,nan,,,,,,,,,
,,12/31/1997,0.105,,,nan,,,,,,,,,
,,9/30/1997,0.08,,,nan,,,,,,,,,
,,6/30/1997,0.14,,,nan,,,,,,,,,
,,3/31/1997,0.07,,,nan,,,,,,,,,
