CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_3,Q_EPS_Projections_Date_3,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19
,,9/30/2009,0.65,,,,,,,,,,,,,,,,,,,
,,6/30/2009,0.63,,,,,,,,,,,,,,,,,,,
,,3/31/2009,0.52,,,,,,,,,,,,,,,,,,,
,,12/31/2008,0.72,,,,,,,,,,,,,,,,,,,
,,9/30/2008,0.77,,,,,,,,,,,,,,,,,,,
,,6/30/2008,0.74,,,,,,,,,,,,,,,,,,,
,,3/31/2008,0.68,,,,,,,,,,,,,,,,,,,
,,12/31/2007,0.64,,,,,,,,,,,,,,,,,,,
,,9/28/2007,0.64,,,,,,,,,,,,,,,,,,,
,,6/29/2007,0.56,,,,,,,,,,,,,,,,,,,
,,3/30/2007,0.46,,,,,,,,,,,,,,,,,,,
,,12/29/2006,0.44,,,,,,,,,,,,,,,,,,,
,,9/29/2006,0.48,,,,,,,,,,,,,,,,,,,
,,6/30/2006,0.44,,,,,,,,,,,,,,,,,,,
,,3/31/2006,0.42,,,,,,,,,,,,,,,,,,,
,,12/30/2005,0.38,,,,,,,,,,,,,,,,,,,
,,9/30/2005,0.34,,,,,,,,,,,,,,,,,,,
,,6/30/2005,0.36,,,,,,,,,,,,,,,,,,,
,,3/31/2005,0.26,,,,,,,,,,,,,,,,,,,
,,12/31/2004,0.265408063,,,,,,,,,,,,,,,,,,,
,,9/30/2004,0.263001191,,,,,,,,,,,,,,,,,,,
,,6/30/2004,0.274538716,,,,,,,,,,,,,,,,,,,
,,3/31/2004,0.181029984,,,,,,,,,,,,,,,,,,,
,,12/31/2003,0.223376728,,,,,,,,,,,,,,,,,,,
,,9/30/2003,0.228376451,,,,,,,,,,,,,,,,,,,
,,6/30/2003,0.241459118,,,,,,,,,,,,,,,,,,,
,,3/31/2003,0.141160028,,,,,,,,,,,,,,,,,,,
,,12/31/2002,-0.04275882,,,,,,,,,,,,,,,,,,,
,,9/30/2002,0.246872032,,,,,,,,,,,,,,,,,,,
,,6/28/2002,0.178322675,,,,,,,,,,,,,,,,,,,
,,3/28/2002,0.179425545,,,,,,,,,,,,,,,,,,,
,,1/2/2002,0.220333745,,,,,,,,,,,,,,,,,,,
,,10/1/2001,0.233754772,,,,,,,,,,,,,,,,,,,
,,7/2/2001,0.221727846,,,,,,,,,,,,,,,,,,,
,,4/2/2001,0.14017431,,,,,,,,,,,,,,,,,,,
,,1/2/2001,0.184971098,,,,,,,,,,,,,,,,,,,
,,10/2/2000,0.183090638,,,,,,,,,,,,,,,,,,,
,,7/6/2000,0.199587895,,,,,,,,,,,,,,,,,,,
,,4/7/2000,0.123343092,,,,,,,,,,,,,,,,,,,
,,1/10/2000,0.093317053,,,,,,,,,,,,,,,,,,,
,,10/8/1999,0.169172376,,,,,,,,,,,,,,,,,,,
,,7/9/1999,0.163254204,,,,,,,,,,,,,,,,,,,
,,4/9/1999,0.097838314,,,,,,,,,,,,,,,,,,,
,,1/11/1999,0.112264279,,,,,,,,,,,,,,,,,,,
,,10/8/1998,-0.155159386,,,,,,,,,,,,,,,,,,,
,,7/9/1998,0.153532984,,,,,,,,,,,,,,,,,,,
,,4/8/1998,0.103503512,,,,,,,,,,,,,,,,,,,
,,1/9/1998,0.089388593,,,,,,,,,,,,,,,,,,,
,,10/8/1997,0.121230029,,,,,,,,,,,,,,,,,,,
,,7/9/1997,0.165394662,,,,,,,,,,,,,,,,,,,
,,4/8/1997,0.095494297,,,,,,,,,,,,,,,,,,,
,,1/9/1997,0.129106706,,,,,,,,,,,,,,,,,,,
,,10/8/1996,0.140757468,,,,,,,,,,,,,,,,,,,
,,7/9/1996,0.154600812,,,,,,,,,,,,,,,,,,,
,,4/9/1996,0.098496241,,,,,,,,,,,,,,,,,,,
,,1/9/1996,0.115,,,,,,,,,,,,,,,,,,,
,,10/9/1995,-0.12,,,,,,,,,,,,,,,,,,,
,,7/11/1995,0.09,,,,,,,,,,,,,,,,,,,
