Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_3,Q_EPS_Projections_Date_3,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
,6/30/2016,0.8210512409999999,,0.72,,0.73,,0.72,,0.76,,0.85,,0.84,,0.8,,
,3/31/2016,0.311210572,,0.44,,0.56,,0.55,,0.56,,0.68,,,,,,
,12/31/2015,0.555848795,,0.68,,0.72,,0.8,,0.79,,0.82,,0.83,,0.87,,
,9/30/2015,0.42366543799999995,,0.6,,0.61,,0.67,,0.73,,,,,,,,
,6/30/2015,0.642362396,,0.59,,0.66,,0.74,,0.8,,,,,,,,
,3/31/2015,0.255805966,,0.52,,0.55,,0.58,,0.64,,0.79,,,,,,
,12/31/2014,0.865055841,,0.71,,0.79,,0.81,,0.82,,0.55,,,,,,
,9/30/2014,0.510930553,,0.55,,0.58,,0.62,,0.71,,0.72,,0.78,,0.61,,
,6/30/2014,0.5961982020000001,,0.62,,0.63,,0.73,,0.79,,0.59,,,,,,
,3/31/2014,0.37286333299999996,,0.59,,0.63,,0.58,,,,,,,,,,
,12/31/2013,0.6778616590000001,,0.58,,0.61,,0.69,,,,,,,,,,
,9/30/2013,0.519929613,,0.69,,0.7,,0.69,,,,,,,,,,
,6/28/2013,0.642488846,,0.67,,0.7,,0.64,,,,,,,,,,
,3/28/2013,0.516096229,,0.6,,0.61,,0.6,,0.55,,,,,,,,
,12/31/2012,0.524732746,,0.55,,0.57,,,,,,,,,,,,
,9/28/2012,0.519039266,,0.57,,,,,,,,,,,,,,
,6/29/2012,0.7549688520000001,,,,,,,,,,,,,,,,
,3/30/2012,0.648679429,,,,,,,,,,,,,,,,
,12/30/2011,0.460459945,,,,,,,,,,,,,,,,
,9/30/2011,0.542732139,,,,,,,,,,,,,,,,
,6/30/2011,0.531611223,,,,,,,,,,,,,,,,
,3/31/2011,0.36170675399999996,,,,,,,,,,,,,,,,
,12/31/2010,0.32310142199999997,,,,,,,,,,,,,,,,
,9/30/2010,0.263883927,,,,,,,,,,,,,,,,
,6/30/2010,0.324196157,,,,,,,,,,,,,,,,
,3/31/2010,0.135435071,,,,,,,,,,,,,,,,
,12/31/2009,0.35290838700000005,,,,,,,,,,,,,,,,
,9/30/2009,0.30480271600000003,,,,,,,,,,,,,,,,
,6/30/2009,0.347813948,,,,,,,,,,,,,,,,
,3/31/2009,0.201568781,,,,,,,,,,,,,,,,
,12/31/2008,0.46,,,,,,,,,,,,,,,,
,9/30/2008,0.5,,,,,,,,,,,,,,,,
,6/30/2008,0.55,,,,,,,,,,,,,,,,
,3/31/2008,0.44,,,,,,,,,,,,,,,,
,12/31/2007,0.48,,,,,,,,,,,,,,,,
,9/28/2007,0.46,,,,,,,,,,,,,,,,
,6/29/2007,0.48,,,,,,,,,,,,,,,,
,3/30/2007,0.44,,,,,,,,,,,,,,,,
,12/29/2006,0.53,,,,,,,,,,,,,,,,
,9/29/2006,0.34,,,,,,,,,,,,,,,,
,6/30/2006,0.43,,,,,,,,,,,,,,,,
,3/31/2006,0.42,,,,,,,,,,,,,,,,
,12/30/2005,0.65,,,,,,,,,,,,,,,,
,9/30/2005,0.46,,,,,,,,,,,,,,,,
,6/30/2005,0.52,,,,,,,,,,,,,,,,
,3/31/2005,0.57,,,,,,,,,,,,,,,,
,12/31/2004,0.46,,,,,,,,,,,,,,,,
,9/30/2004,0.5,,,,,,,,,,,,,,,,
,6/30/2004,0.48,,,,,,,,,,,,,,,,
,3/31/2004,0.43,,,,,,,,,,,,,,,,
,12/31/2003,0.4,,,,,,,,,,,,,,,,
,9/30/2003,0.65,,,,,,,,,,,,,,,,
,6/30/2003,0.37,,,,,,,,,,,,,,,,
,3/31/2003,0.33,,,,,,,,,,,,,,,,
,12/31/2002,0.32,,,,,,,,,,,,,,,,
,9/30/2002,0.15666666699999998,,,,,,,,,,,,,,,,
,6/28/2002,0.256666667,,,,,,,,,,,,,,,,
,3/28/2002,0.21666666699999998,,,,,,,,,,,,,,,,
,12/31/2001,0.243333333,,,,,,,,,,,,,,,,
,9/28/2001,0.213333333,,,,,,,,,,,,,,,,
,6/29/2001,0.193333333,,,,,,,,,,,,,,,,
,3/30/2001,0.22,,,,,,,,,,,,,,,,
,12/29/2000,0.253333333,,,,,,,,,,,,,,,,
,9/29/2000,0.11,,,,,,,,,,,,,,,,
,6/30/2000,0.073333333,,,,,,,,,,,,,,,,
,3/31/2000,0.193333333,,,,,,,,,,,,,,,,
,12/31/1999,0.192222222,,,,,,,,,,,,,,,,
,9/30/1999,0.111111111,,,,,,,,,,,,,,,,
,6/30/1999,0.017777778,,,,,,,,,,,,,,,,
,3/31/1999,0.065555556,,,,,,,,,,,,,,,,
,12/31/1998,0.123333333,,,,,,,,,,,,,,,,
,9/30/1998,0.07666666700000001,,,,,,,,,,,,,,,,
,6/30/1998,0.118888889,,,,,,,,,,,,,,,,
,3/31/1998,0.136666667,,,,,,,,,,,,,,,,
,12/31/1997,0.182222222,,,,,,,,,,,,,,,,
,9/30/1997,0.143333333,,,,,,,,,,,,,,,,
,6/30/1997,0.12222222199999999,,,,,,,,,,,,,,,,
,3/31/1997,0.08666666699999999,,,,,,,,,,,,,,,,
,12/31/1996,0.24111111100000002,,,,,,,,,,,,,,,,
,9/30/1996,0.14111111099999998,,,,,,,,,,,,,,,,
,6/28/1996,0.08444444400000001,,,,,,,,,,,,,,,,
,3/29/1996,0.067777778,,,,,,,,,,,,,,,,
,12/29/1995,0.078888889,,,,,,,,,,,,,,,,
,9/29/1995,0.074444444,,,,,,,,,,,,,,,,
,6/30/1995,0.10666666699999999,,,,,,,,,,,,,,,,
,3/31/1995,0.108888889,,,,,,,,,,,,,,,,
,12/30/1994,0.088888889,,,,,,,,,,,,,,,,
,9/30/1994,0.08666666699999999,,,,,,,,,,,,,,,,
,6/30/1994,0.06333333299999999,,,,,,,,,,,,,,,,
,3/31/1994,0.047777778,,,,,,,,,,,,,,,,
,12/31/1993,0.066666667,,,,,,,,,,,,,,,,
,9/30/1993,0.026666667,,,,,,,,,,,,,,,,
,6/30/1993,0.053333333,,,,,,,,,,,,,,,,
,3/31/1993,0.045555556,,,,,,,,,,,,,,,,
,12/31/1992,0.012222222,,,,,,,,,,,,,,,,
,9/30/1992,0.041111111,,,,,,,,,,,,,,,,
,6/30/1992,0.091111111,,,,,,,,,,,,,,,,
