Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_3,Q_EPS_Projections_Date_3,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19
,5/29/2015,0.493421053,,0.59,,0.6,,0.595,,,,,,,,,,,,
,2/27/2015,0.464802544,,0.555,,0.55,,0.54,,0.59,,,,,,,,,,
,11/28/2014,0.551995217,,0.6,,0.595,,0.58,,0.555,0.56,0.575,,,,,,,,
,8/29/2014,0.549178775,,0.57,,0.575,,0.57,,0.56,0.535,,,,,,,,,
,5/30/2014,0.361914977,,0.535,,0.54,,0.535,,0.475,,,,,,,,,,
,2/28/2014,0.380491206,,0.475,,0.47,,0.51,,,,,,,,,,,,
,11/29/2013,0.508190521,,0.515,,0.51,,0.47,,0.47,,,,,,,,,,
,8/30/2013,0.435077872,,0.475,,0.51,,,,,,,,,,,,,,
,5/31/2013,0.266173957,,0.51,,0.505,,0.44,,,,,,,,,,,,
,2/28/2013,0.373206169,,0.445,,0.44,,0.435,,0.435,,,,,,,,,,
,11/29/2012,0.443388002,,0.435,,,,,,,,,,,,,,,,
,8/30/2012,0.295250686,,0.435,,,,,,,,,,,,,,,,
,5/30/2012,0.032111829,,,,,,,,,,,,,,,,,,
,2/29/2012,0.366280908,,,,,,,,,,,,,,,,,,
,11/30/2011,0.387830265,,,,,,,,,,,,,,,,,,
,8/31/2011,0.395726887,,,,,,,,,,,,,,,,,,
,5/31/2011,0.363931758,,,,,,,,,,,,,,,,,,
,2/28/2011,0.295963237,,,,,,,,,,,,,,,,,,
,11/30/2010,0.33297446,,,,,,,,,,,,,,,,,,
,8/31/2010,0.307248036,,,,,,,,,,,,,,,,,,
,5/28/2010,0.208170969,,,,,,,,,,,,,,,,,,
,2/26/2010,0.293219662,,,,,,,,,,,,,,,,,,
,11/30/2009,0.382263834,,,,,,,,,,,,,,,,,,
,8/31/2009,0.355672956,,,,,,,,,,,,,,,,,,
,5/29/2009,0.23,,,,,,,,,,,,,,,,,,
,2/27/2009,-0.665,,,,,,,,,,,,,,,,,,
,11/28/2008,0.3,,,,,,,,,,,,,,,,,,
,8/29/2008,0.355,,,,,,,,,,,,,,,,,,
,5/30/2008,0.25,,,,,,,,,,,,,,,,,,
,2/29/2008,0.25,,,,,,,,,,,,,,,,,,
,11/30/2007,0.24,,,,,,,,,,,,,,,,,,
,8/31/2007,0.265,,,,,,,,,,,,,,,,,,
,5/31/2007,0.2,,,,,,,,,,,,,,,,,,
,2/28/2007,0.21,,,,,,,,,,,,,,,,,,
,11/30/2006,0.21,,,,,,,,,,,,,,,,,,
,8/31/2006,0.255,,,,,,,,,,,,,,,,,,
,5/31/2006,0.205,,,,,,,,,,,,,,,,,,
,2/28/2006,0.18,,,,,,,,,,,,,,,,,,
,11/30/2005,0.185,,,,,,,,,,,,,,,,,,
,8/31/2005,0.19,,,,,,,,,,,,,,,,,,
,5/31/2005,0.145,,,,,,,,,,,,,,,,,,
,2/28/2005,0.135,,,,,,,,,,,,,,,,,,
,11/30/2004,0.15,,,,,,,,,,,,,,,,,,
,8/31/2004,0.155,,,,,,,,,,,,,,,,,,
,5/28/2004,0.130769231,,,,,,,,,,,,,,,,,,
,2/27/2004,0.123076923,,,,,,,,,,,,,,,,,,
,11/28/2003,0.138461538,,,,,,,,,,,,,,,,,,
,8/29/2003,0.15,,,,,,,,,,,,,,,,,,
,5/30/2003,0.05,,,,,,,,,,,,,,,,,,
,2/28/2003,0.103846154,,,,,,,,,,,,,,,,,,
,11/29/2002,0.119230769,,,,,,,,,,,,,,,,,,
,8/30/2002,-0.034615385,,,,,,,,,,,,,,,,,,
,5/31/2002,0.007692308,,,,,,,,,,,,,,,,,,
,2/28/2002,0.084615385,,,,,,,,,,,,,,,,,,
,11/30/2001,0.123076923,,,,,,,,,,,,,,,,,,
,8/31/2001,0.126923077,,,,,,,,,,,,,,,,,,
,5/31/2001,0.1,,,,,,,,,,,,,,,,,,
