Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2.1,Q_EPS_Projections_Date_2.1,Unnamed: 9,Unnamed: 10,Unnamed: 11
,9/29/2000,0.39,,,,,,,,,,
,6/30/2000,0.145,,,,,,,,,,
,3/31/2000,0.255,,,,,,,,,,
,12/31/1999,0.35,,,,,,,,,,
,10/1/1999,0.31,,,,,,,,,,
,7/2/1999,0.175,,,,,,,,,,
,4/1/1999,0.785,,,,,,,,,,
,12/31/1998,0.355,,,,,,,,,,
,10/2/1998,0.37,,,,,,,,,,
,7/2/1998,0.165,,,,,,,,,,
,4/3/1998,0.26,,,,,,,,,,
,12/31/1997,0.37,,,,,,,,,,
,9/26/1997,0.34,,,,,,,,,,
,6/27/1997,0.165,,,,,,,,,,
,3/27/1997,0.225,,,,,,,,,,
,12/31/1996,0.25,,,,,,,,,,
,9/27/1996,0.305,,,,,,,,,,
,6/28/1996,0.1325,,,,,,,,,,
,3/29/1996,0.1925,,,,,,,,,,
,12/29/1995,0.2925,,,,,,,,,,
,9/29/1995,0.255,,,,,,,,,,
,6/30/1995,0.095,,,,,,,,,,
,3/31/1995,0.175,,,,,,,,,,
,12/30/1994,0.0725,,,,,,,,,,
,9/30/1994,0.2325,,,,,,,,,,
,7/1/1994,0.0725,,,,,,,,,,
