CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,,,,,,,,,,,
,,3/28/2012,1.612244898,,1.42,,,,,,,,,,,,,,,,
,,12/28/2011,1.441791045,,nan,,,,,,,,,,,,,,,,
,,9/28/2011,1.257225434,,nan,,,,,,,,,,,,,,,,
,,6/29/2011,1.435261708,,nan,,,,,,,,,,,,,,,,
,,3/30/2011,1.227146814,,nan,,,,,,,,,,,,,,,,
,,12/29/2010,0.887323944,,nan,,,,,,,,,,,,,,,,
,,9/29/2010,1.031073446,,nan,,,,,,,,,,,,,,,,
,,6/30/2010,0.97740113,,nan,,,,,,,,,,,,,,,,
,,3/30/2010,0.164804469,,nan,,,,,,,,,,,,,,,,
,,12/29/2009,0.361823362,,nan,,,,,,,,,,,,,,,,
,,9/30/2009,0.610497238,,nan,,,,,,,,,,,,,,,,
,,6/30/2009,-2.529577465,,nan,,,,,,,,,,,,,,,,
,,4/1/2009,0.717877095,,nan,,,,,,,,,,,,,,,,
,,12/30/2008,0.2,,nan,,,,,,,,,,,,,,,,
,,9/26/2008,1.53,,nan,,,,,,,,,,,,,,,,
,,6/26/2008,1.66,,nan,,,,,,,,,,,,,,,,
,,3/27/2008,1.4,,nan,,,,,,,,,,,,,,,,
,,12/26/2007,1.69,,nan,,,,,,,,,,,,,,,,
,,9/26/2007,1.51,,nan,,,,,,,,,,,,,,,,
,,6/27/2007,1.53,,nan,,,,,,,,,,,,,,,,
,,3/28/2007,1.27,,nan,,,,,,,,,,,,,,,,
,,12/27/2006,1.2,,nan,,,,,,,,,,,,,,,,
,,9/27/2006,1.76,,nan,,,,,,,,,,,,,,,,
,,6/28/2006,1.15,,nan,,,,,,,,,,,,,,,,
,,3/29/2006,0.74,,nan,,,,,,,,,,,,,,,,
,,12/28/2005,0.49,,nan,,,,,,,,,,,,,,,,
,,9/28/2005,0.62,,nan,,,,,,,,,,,,,,,,
,,6/28/2005,0.61,,nan,,,,,,,,,,,,,,,,
,,3/29/2005,0.51,,nan,,,,,,,,,,,,,,,,
,,12/31/2004,0.64,,nan,,,,,,,,,,,,,,,,
,,9/30/2004,0.44,,nan,,,,,,,,,,,,,,,,
,,6/30/2004,0.44,,nan,,,,,,,,,,,,,,,,
,,3/31/2004,0.48,,nan,,,,,,,,,,,,,,,,
,,12/31/2003,0.36,,nan,,,,,,,,,,,,,,,,
,,9/30/2003,0.31,,nan,,,,,,,,,,,,,,,,
,,6/30/2003,0.2,,nan,,,,,,,,,,,,,,,,
,,3/31/2003,0.27,,nan,,,,,,,,,,,,,,,,
,,12/31/2002,0.27,,nan,,,,,,,,,,,,,,,,
,,9/30/2002,0.3,,nan,,,,,,,,,,,,,,,,
,,6/28/2002,0.33,,nan,,,,,,,,,,,,,,,,
,,3/28/2002,0.23,,nan,,,,,,,,,,,,,,,,
,,12/31/2001,0.09,,nan,,,,,,,,,,,,,,,,
,,9/28/2001,-0.33,,nan,,,,,,,,,,,,,,,,
,,6/29/2001,0.47,,nan,,,,,,,,,,,,,,,,
,,3/30/2001,0.53,,nan,,,,,,,,,,,,,,,,
,,12/29/2000,0.41,,nan,,,,,,,,,,,,,,,,
,,9/29/2000,0.59,,nan,,,,,,,,,,,,,,,,
,,6/30/2000,0.6,,nan,,,,,,,,,,,,,,,,
,,3/31/2000,0.45,,nan,,,,,,,,,,,,,,,,
,,12/31/1999,0.4,,nan,,,,,,,,,,,,,,,,
,,9/30/1999,1.2,,nan,,,,,,,,,,,,,,,,
,,6/30/1999,0.36,,nan,,,,,,,,,,,,,,,,
,,3/31/1999,1.25,,nan,,,,,,,,,,,,,,,,
,,12/31/1998,0.1,,nan,,,,,,,,,,,,,,,,
,,9/30/1998,0.29,,nan,,,,,,,,,,,,,,,,
,,6/30/1998,0.46,,nan,,,,,,,,,,,,,,,,
,,3/31/1998,0.56,,nan,,,,,,,,,,,,,,,,
,,12/31/1997,0.26,,nan,,,,,,,,,,,,,,,,
,,9/30/1997,0.24,,nan,,,,,,,,,,,,,,,,
,,6/30/1997,0.22,,nan,,,,,,,,,,,,,,,,
,,3/31/1997,0.23,,nan,,,,,,,,,,,,,,,,
,,12/31/1996,0.19,,nan,,,,,,,,,,,,,,,,
,,9/30/1996,0.17,,nan,,,,,,,,,,,,,,,,
,,6/28/1996,0.16,,nan,,,,,,,,,,,,,,,,
,,3/29/1996,0.2,,nan,,,,,,,,,,,,,,,,
,,12/29/1995,0.19,,nan,,,,,,,,,,,,,,,,
,,9/29/1995,0.17,,nan,,,,,,,,,,,,,,,,
,,6/30/1995,0.16,,nan,,,,,,,,,,,,,,,,
,,3/31/1995,0.19,,nan,,,,,,,,,,,,,,,,
,,12/30/1994,0.215,,nan,,,,,,,,,,,,,,,,
,,9/30/1994,3.435,,nan,,,,,,,,,,,,,,,,
,,6/30/1994,0.25,,nan,,,,,,,,,,,,,,,,
,,3/31/1994,0.025,,nan,,,,,,,,,,,,,,,,
,,12/31/1993,-0.345,,nan,,,,,,,,,,,,,,,,
,,9/30/1993,0.44,,nan,,,,,,,,,,,,,,,,
,,6/30/1993,-0.08,,nan,,,,,,,,,,,,,,,,
,,3/31/1993,-0.115,,nan,,,,,,,,,,,,,,,,
,,12/31/1992,-1,,nan,,,,,,,,,,,,,,,,
,,9/30/1992,-0.185,,nan,,,,,,,,,,,,,,,,
,,6/30/1992,-0.54,,nan,,,,,,,,,,,,,,,,
