CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_3,Q_EPS_Projections_Date_3,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
,8/17/2021,7/31/2021,3.57,3.57,,3.49,,3.44,,2.79,,,,,,,,
,5/24/2021,4/30/2021,6.19,6.19,,2.8,,2.8,,2.8,,,,,,,,
,2/16/2021,1/29/2021,2.85,2.85,,2.55,,2.44,,2.2,,,,,,,,
,11/16/2020,10/30/2020,3.05,3.05,,2.29,,2.24,,2.13,,,,,,,,
,8/18/2020,7/31/2020,2.83,2.83,,1.44,,1.53,,1.55,,,,,,,,
,5/21/2020,4/30/2020,1.35,1.35,,1.51,,2.15,,2.25,,,,,,,,
,2/19/2020,1/31/2020,1.83,1.83,,1.74,,1.76,,1.76,,,,,,,,
,11/18/2019,10/31/2019,1.997363026,2,,1.81,,1.8,,1.58,1.24,,,,,,,
,8/15/2019,7/31/2019,2.20914178,2.21,,1.73,,1.76,,1.64,1.71,,,,,,,
,5/21/2019,4/30/2019,2.0731617,2.07,,1.82,,1.7,,,,,,,,,,
,2/19/2019,1/31/2019,1.554247522,1.55,,1.02,,0.98,,,,,,,,,,
,11/15/2018,10/31/2018,1.580294038,1.58,,1.16,,0.83,,,,,,,,,,
,8/16/2018,7/31/2018,1.525814597,1.53,,1.15,,0.97,,,,,,,,,,
,5/21/2018,4/30/2018,1.403941498,,,1.06,,0.81,,0.77,,,,,,,,
,2/19/2018,1/31/2018,1.820043706,,,0.55,,0.57,,,,,,,,,,
,11/16/2017,10/31/2017,0.788746458,,,0.79,,0.71,,0.69,,,,,,,,
,8/17/2017,7/31/2017,0.898779786,,,0.91,,0.79,,0.89,,,,,,,,
,5/22/2017,4/28/2017,0.658817272,,,0.65,,0.82,,,,,,,,,,
,2/20/2017,1/31/2017,0.345656193,,,0.64,,,,,,,,,,,,
,11/17/2016,10/31/2016,0.615463193,,,0.5,,0.57,,1.02,,,,,,,,
,8/18/2016,7/29/2016,0.867310106,,,0.46,,0.56,,0.52,0.94,,,,,,,
,,4/29/2016,0.402243301,,,0.58,,0.61,,0.93,,,,,,,,
,,1/29/2016,0.474827691,,,0.5,,0.52,,0.91,,,,,,,,
,,10/30/2015,-0.058310291,,,0.7,,0.89,,0.8,0.94,,,,,,,
,,7/31/2015,0.516970633,,,0.86,,0.87,,0.82,0.77,,,,,,,
,,4/30/2015,0.805124148,,,0.83,,0.85,,0.82,0.77,,,,,,,
,,1/30/2015,0.824582679,,,0.77,,0.74,,0.67,,,,,,,,
,,10/31/2014,0.832258513,,,0.66,,0.63,,0.73,0.77,,,,,,,
,,7/31/2014,0.792950983,,,0.6,,0.59,,0.74,0.81,,,,,,,
,,4/30/2014,0.684139746,,,0.78,,0.87,,0.98,1,,,,,,,
,,1/31/2014,0.155805877,,,0.7,,0.87,,0.93,0.83,,,,,,,
,,10/31/2013,0.610986969,,,0.8,,0.81,,0.83,0.93,,,,,,,
,,7/31/2013,0.793333763,,,0.87,,0.88,,0.86,0.85,,,,,,,
,,4/30/2013,0.924673012,,,0.92,,0.93,,0.9,0.88,,,,,,,
,,1/30/2013,0.843254803,,,0.73,,0.74,,0.86,,,,,,,,
,,10/31/2012,0.758710689,,,0.86,,0.87,,,,,,,,,,
,,7/30/2012,0.831413313,,,0.87,,,,,,,,,,,,
,,4/30/2012,0.966980881,,,0.9,,,,,,,,,,,,
,,1/30/2012,0.729624766,,,,,,,,,,,,,,,
,,10/31/2011,0.768652851,,,,,,,,,,,,,,,
,,7/29/2011,0.781865558,,,,,,,,,,,,,,,
,,4/29/2011,0.754222288,,,,,,,,,,,,,,,
,,1/31/2011,0.516211195,,,,,,,,,,,,,,,
,,10/29/2010,0.555811068,,,,,,,,,,,,,,,
,,7/30/2010,0.695573069,,,,,,,,,,,,,,,
,,4/30/2010,0.610208733,,,,,,,,,,,,,,,
,,1/29/2010,0.527198001,,,,,,,,,,,,,,,
,,10/30/2009,0.531245935,,,,,,,,,,,,,,,
,,7/31/2009,0.595124221,,,,,,,,,,,,,,,
,,4/30/2009,0.433481509,,,,,,,,,,,,,,,
,,1/30/2009,0.307400567,,,,,,,,,,,,,,,
,,10/31/2008,0.327334982,,,,,,,,,,,,,,,
,,7/31/2008,0.447918701,,,,,,,,,,,,,,,
,,4/30/2008,0.51,,,,,,,,,,,,,,,
,,1/31/2008,0.28,,,,,,,,,,,,,,,
,,10/31/2007,0.29,,,,,,,,,,,,,,,
,,7/31/2007,0.18,,,,,,,,,,,,,,,
,,4/30/2007,0.16,,,,,,,,,,,,,,,
,,1/31/2007,0,,,,,,,,,,,,,,,
,,10/31/2006,-0.16,,,,,,,,,,,,,,,
,,7/31/2006,0.35,,,,,,,,,,,,,,,
,,4/28/2006,0.38,,,,,,,,,,,,,,,
,,1/31/2006,0.37,,,,,,,,,,,,,,,
,,10/31/2005,0.23,,,,,,,,,,,,,,,
,,7/29/2005,0.41,,,,,,,,,,,,,,,
,,4/29/2005,0.36,,,,,,,,,,,,,,,
,,1/31/2005,0.36,,,,,,,,,,,,,,,
,,10/29/2004,0.37,,,,,,,,,,,,,,,
,,7/30/2004,0.41,,,,,,,,,,,,,,,
,,4/30/2004,0.386666667,,,,,,,,,,,,,,,
,,1/30/2004,0.233333333,,,,,,,,,,,,,,,
,,10/31/2003,0.32,,,,,,,,,,,,,,,
,,7/31/2003,0.366666667,,,,,,,,,,,,,,,
,,4/30/2003,0.32,,,,,,,,,,,,,,,
,,1/31/2003,0.28,,,,,,,,,,,,,,,
,,10/31/2002,0.266666667,,,,,,,,,,,,,,,
,,7/31/2002,0.286666667,,,,,,,,,,,,,,,
,,4/30/2002,-0.113333333,,,,,,,,,,,,,,,
,,1/31/2002,0.02,,,,,,,,,,,,,,,
,,10/31/2001,-0.213333333,,,,,,,,,,,,,,,
,,7/31/2001,0.186666667,,,,,,,,,,,,,,,
,,4/30/2001,0.162729659,,,,,,,,,,,,,,,
,,1/31/2001,0.120734908,,,,,,,,,,,,,,,
,,10/31/2000,0.099737533,,,,,,,,,,,,,,,
,,7/31/2000,0.104986877,,,,,,,,,,,,,,,
,,4/28/2000,0.188976378,,,,,,,,,,,,,,,
,,1/31/2000,0.083989501,,,,,,,,,,,,,,,
,,10/29/1999,0.398950131,,,,,,,,,,,,,,,
,,7/30/1999,0.131233596,,,,,,,,,,,,,,,
,,4/30/1999,0.236220472,,,,,,,,,,,,,,,
,,1/29/1999,0.598425197,,,,,,,,,,,,,,,
,,10/30/1998,0,,,,,,,,,,,,,,,
,,7/31/1998,0.036745407,,,,,,,,,,,,,,,
,,4/30/1998,0.036745407,,,,,,,,,,,,,,,
,,1/30/1998,0,,,,,,,,,,,,,,,
,,10/31/1997,-0.005249344,,,,,,,,,,,,,,,
,,7/31/1997,-0.015748031,,,,,,,,,,,,,,,
,,4/30/1997,-0.036745407,,,,,,,,,,,,,,,
,,1/31/1997,-0.17847769,,,,,,,,,,,,,,,
,,10/31/1996,-0.020997375,,,,,,,,,,,,,,,
,,7/31/1996,0.608923885,,,,,,,,,,,,,,,
,,4/30/1996,0.353304262,,,,,,,,,,,,,,,
,,1/31/1996,-0.06824147,,,,,,,,,,,,,,,
,,10/31/1995,-0.031496063,,,,,,,,,,,,,,,
,,7/31/1995,0.456692913,,,,,,,,,,,,,,,
,,4/28/1995,-0.776806443,,,,,,,,,,,,,,,
,,1/31/1995,-0.283464567,,,,,,,,,,,,,,,
,,10/31/1994,-0.162729659,,,,,,,,,,,,,,,
