Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2.1,Q_EPS_Projections_Date_2.1,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
,9/30/1998,0.30091953,,,,,,,,,,,,,,
,6/30/1998,0.30091953,,,,,,,,,,,,,,
,3/31/1998,0.295346946,,,,,,,,,,,,,,
,12/31/1997,0.284201778,,,,,,,,,,,,,,
,9/30/1997,0.288891826,,,,,,,,,,,,,,
,6/30/1997,0.283823548,,,,,,,,,,,,,,
,3/31/1997,0.278755271,,,,,,,,,,,,,,
,12/31/1996,0.268618715,,,,,,,,,,,,,,
,9/30/1996,0.16134915800000002,,,,,,,,,,,,,,
,6/28/1996,0.253548677,,,,,,,,,,,,,,
,3/29/1996,0.23510877300000002,,,,,,,,,,,,,,
,12/29/1995,0.216668869,,,,,,,,,,,,,,
,9/29/1995,0.207448918,,,,,,,,,,,,,,
,6/30/1995,0.198228966,,,,,,,,,,,,,,
,3/31/1995,0.202838942,,,,,,,,,,,,,,
