Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_3,Q_EPS_Projections_Date_3,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
,6/30/2011,0.155,,,,,,,,,,,,,,
,3/31/2011,0.19,,,,,,,,,,,,,,
,12/31/2010,0.1925,,,,,,,,,,,,,,
,9/30/2010,0.2175,,,,,,,,,,,,,,
,6/30/2010,0.2075,,,,,,,,,,,,,,
,3/31/2010,0.1975,,,,,,,,,,,,,,
,12/31/2009,0.1925,,,,,,,,,,,,,,
,9/30/2009,0.185,,,,,,,,,,,,,,
,6/30/2009,0.225,,,,,,,,,,,,,,
,3/31/2009,0.165,,,,,,,,,,,,,,
,12/31/2008,0.07,,,,,,,,,,,,,,
,9/30/2008,0.12,,,,,,,,,,,,,,
,6/30/2008,0.15,,,,,,,,,,,,,,
,3/31/2008,0.4975,,,,,,,,,,,,,,
,12/31/2007,0.1375,,,,,,,,,,,,,,
,9/28/2007,0.1825,,,,,,,,,,,,,,
,6/29/2007,0.16,,,,,,,,,,,,,,
,3/30/2007,0.165,,,,,,,,,,,,,,
,12/29/2006,0.14,,,,,,,,,,,,,,
,9/29/2006,0.1575,,,,,,,,,,,,,,
,6/30/2006,0.165,,,,,,,,,,,,,,
,3/31/2006,0.16,,,,,,,,,,,,,,
,12/30/2005,0.175,,,,,,,,,,,,,,
,9/30/2005,0.15,,,,,,,,,,,,,,
,6/30/2005,0.1475,,,,,,,,,,,,,,
,3/31/2005,0.1775,,,,,,,,,,,,,,
,12/31/2004,0.12,,,,,,,,,,,,,,
,9/30/2004,0.1175,,,,,,,,,,,,,,
,6/30/2004,0.12,,,,,,,,,,,,,,
,3/31/2004,0.1175,,,,,,,,,,,,,,
,12/31/2003,0.1075,,,,,,,,,,,,,,
,9/30/2003,0.1025,,,,,,,,,,,,,,
,6/30/2003,0.1,,,,,,,,,,,,,,
,3/31/2003,0.095,,,,,,,,,,,,,,
,12/31/2002,0.09,,,,,,,,,,,,,,
,9/30/2002,0.085,,,,,,,,,,,,,,
,6/28/2002,0.085,,,,,,,,,,,,,,
,3/28/2002,0.0825,,,,,,,,,,,,,,
,12/31/2001,0.075,,,,,,,,,,,,,,
,9/28/2001,0.0675,,,,,,,,,,,,,,
,6/29/2001,0.068333333,,,,,,,,,,,,,,
,3/30/2001,0.066666667,,,,,,,,,,,,,,
,12/29/2000,0.06,,,,,,,,,,,,,,
,9/29/2000,0.058333333,,,,,,,,,,,,,,
,6/30/2000,0.06,,,,,,,,,,,,,,
,3/31/2000,0.056666667000000004,,,,,,,,,,,,,,
,12/31/1999,0.031111111,,,,,,,,,,,,,,
,9/30/1999,0.031111111,,,,,,,,,,,,,,
,6/30/1999,0.03,,,,,,,,,,,,,,
,3/31/1999,0.043333332999999995,,,,,,,,,,,,,,
,12/31/1998,0.04,,,,,,,,,,,,,,
,9/30/1998,0.037777778,,,,,,,,,,,,,,
,6/30/1998,0.036666667,,,,,,,,,,,,,,
,3/31/1998,0.036296296,,,,,,,,,,,,,,
,12/31/1997,0.045925926,,,,,,,,,,,,,,
,9/30/1997,0.031851852,,,,,,,,,,,,,,
,6/30/1997,0.028888888999999997,,,,,,,,,,,,,,
,3/31/1997,0.028888888999999997,,,,,,,,,,,,,,
,12/31/1996,0.026666667,,,,,,,,,,,,,,
,9/30/1996,0.025185185,,,,,,,,,,,,,,
,6/28/1996,0.024444444,,,,,,,,,,,,,,
,3/29/1996,0.023703704,,,,,,,,,,,,,,
,12/29/1995,-0.16,,,,,,,,,,,,,,
,9/29/1995,0.021481481,,,,,,,,,,,,,,
,6/30/1995,0.020740741,,,,,,,,,,,,,,
