CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,,,,
,,3/31/2016,0.256479755,,,0.24,,0.37,,0.46,,,,,
,,12/31/2015,-1.044034829,,,0.07,,0.23,,0.34,,,,,
,,9/30/2015,0.248611692,,,0.24,,0.34,,0.43,,,,,
,,6/30/2015,0.129573578,,,0.22,,0.25,,0.43,,,,,
,,3/31/2015,0.1266578,,,0.15,,0.28,,0.5,,,,,
,,12/31/2014,-0.186951468,,,0.4,,0.46,,0.37,,,,,
,,9/30/2014,0.376368455,,,0.43,,0.34,,0.36,,,,,
,,6/30/2014,0.298713478,,,0.31,,0.33,,0.36,,,,,
,,3/31/2014,0.15981756,,,0.16,,0.32,,0.36,,,,,
,,12/31/2013,0.227262332,,,0.24,,0.26,,0.27,,,,,
,,9/30/2013,0.24052619,,,0.24,,0.26,,0.13,,,,,
,,6/28/2013,0.130596746,,,0.13,,0.3,,0.2,,,,,
,,3/28/2013,0.202510007,,,0.2,,0.21,,0.26,,,,,
,,12/28/2012,0.255692516,,,0.15,,0.16,,0.13,,,,,
,,9/28/2012,0.058320154,,,0.13,,,,,,,,,
,,6/29/2012,0.188274741,,,0.19,,,,,,,,,
,,3/30/2012,0.193107734,,,0.23,,,,,,,,,
,,12/30/2011,0.137701973,,,nan,,,,,,,,,
,,9/30/2011,0.183679096,,,nan,,,,,,,,,
,,6/30/2011,0.417791811,,,nan,,,,,,,,,
,,3/31/2011,0.448316005,,,nan,,,,,,,,,
,,12/31/2010,0.033197425,,,nan,,,,,,,,,
,,9/30/2010,0.079904325,,,nan,,,,,,,,,
,,6/30/2010,0.209748508,,,nan,,,,,,,,,
,,3/31/2010,0.276865579,,,nan,,,,,,,,,
,,12/31/2009,0.12,,,nan,,,,,,,,,
,,9/30/2009,0.3,,,nan,,,,,,,,,
,,6/30/2009,-0.08,,,nan,,,,,,,,,
,,3/31/2009,-0.48,,,nan,,,,,,,,,
,,12/31/2008,-0.45,,,nan,,,,,,,,,
,,9/30/2008,0.98,,,nan,,,,,,,,,
,,6/30/2008,1.05,,,nan,,,,,,,,,
,,3/31/2008,0.72,,,nan,,,,,,,,,
,,12/31/2007,0.5,,,nan,,,,,,,,,
,,9/28/2007,0.53,,,nan,,,,,,,,,
,,6/29/2007,0.475,,,nan,,,,,,,,,
,,3/30/2007,0.505,,,nan,,,,,,,,,
,,12/29/2006,0.51,,,nan,,,,,,,,,
,,9/29/2006,0.545,,,nan,,,,,,,,,
,,6/30/2006,0.445,,,nan,,,,,,,,,
,,3/31/2006,0.38,,,nan,,,,,,,,,
,,12/30/2005,0.3275,,,nan,,,,,,,,,
,,9/30/2005,0.23,,,nan,,,,,,,,,
,,6/30/2005,0.25,,,nan,,,,,,,,,
,,3/31/2005,0.28,,,nan,,,,,,,,,
,,12/31/2004,0.3675,,,nan,,,,,,,,,
,,9/30/2004,0.5025,,,nan,,,,,,,,,
,,6/30/2004,0.3,,,nan,,,,,,,,,
,,3/31/2004,0.145,,,nan,,,,,,,,,
,,12/31/2003,0.085,,,nan,,,,,,,,,
,,9/30/2003,0.0475,,,nan,,,,,,,,,
,,6/30/2003,0.0275,,,nan,,,,,,,,,
,,3/31/2003,0.0825,,,nan,,,,,,,,,
,,12/31/2002,0.1525,,,nan,,,,,,,,,
,,9/30/2002,0.1525,,,nan,,,,,,,,,
,,6/28/2002,0.0925,,,nan,,,,,,,,,
,,3/28/2002,0.01,,,nan,,,,,,,,,
,,12/31/2001,-0.03,,,nan,,,,,,,,,
,,9/28/2001,0.0125,,,nan,,,,,,,,,
,,6/29/2001,0.01,,,nan,,,,,,,,,
,,3/30/2001,0.025,,,nan,,,,,,,,,
,,12/29/2000,0.04,,,nan,,,,,,,,,
,,9/29/2000,0.0675,,,nan,,,,,,,,,
,,6/30/2000,0.1,,,nan,,,,,,,,,
,,3/31/2000,0.08,,,nan,,,,,,,,,
,,12/31/1999,0.0725,,,nan,,,,,,,,,
,,9/30/1999,0.055,,,nan,,,,,,,,,
,,6/30/1999,0.0625,,,nan,,,,,,,,,
,,3/31/1999,0.015,,,nan,,,,,,,,,
,,12/31/1998,0.0425,,,nan,,,,,,,,,
,,9/30/1998,0.045,,,nan,,,,,,,,,
,,6/30/1998,0.0375,,,nan,,,,,,,,,
,,3/31/1998,0.0375,,,nan,,,,,,,,,
,,12/31/1997,0.0425,,,nan,,,,,,,,,
,,9/30/1997,0.0275,,,nan,,,,,,,,,
,,6/30/1997,0.08,,,nan,,,,,,,,,
,,3/31/1997,0.075,,,nan,,,,,,,,,
