Q_Date,Q_EPS_Diluted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,,,,,,,
12/31/2015,0.397853137,,0.51,,0.5,,0.66,,0.62,,0.61,,,,
9/30/2015,0.773342396,,0.75,,0.76,,0.8,,0.81,,0.8,,0.88,,0.87
6/30/2015,0.660652,,0.71,,0.72,,0.76,,0.7,,,,,,
3/31/2015,0.659077247,,0.64,,0.65,,0.68,,0.64,,0.52,,,,
12/31/2014,0.656048188,,0.46,,0.47,,0.43,,0.76,,,,,,
9/30/2014,0.771316383,,0.78,,0.7,,0.75,,0.76,,0.74,,0.73,,0.57
6/30/2014,0.685079006,,0.56,,0.57,,0.56,,0.51,,,,,,
3/31/2014,0.659715779,,0.5,,0.53,,0.54,,0.41,,,,,,
12/31/2013,0.338780951,,0.4,,0.42,,0.7,,,,,,,,
9/30/2013,0.757201824,,0.7,,0.54,,,,,,,,,,
6/28/2013,0.34081809,,0.55,,0.59,,0.61,,,,,,,,
3/28/2013,0.606935011,,0.6,,0.57,,0.56,,0.46,,,,,,
12/28/2012,0.392581011,,0.45,,0.46,,0.47,,0.56,,,,,,
9/28/2012,0.659993131,,0.58,,,,,,,,,,,,
6/29/2012,0.402480126,,nan,,,,,,,,,,,,
3/30/2012,0.548708654,,nan,,,,,,,,,,,,
12/30/2011,0.403676502,,nan,,,,,,,,,,,,
9/30/2011,0.594382663,,nan,,,,,,,,,,,,
6/30/2011,0.513867115,,nan,,,,,,,,,,,,
3/31/2011,0.4577289,,nan,,,,,,,,,,,,
12/31/2010,0.319160457,,nan,,,,,,,,,,,,
9/30/2010,0.467694378,,nan,,,,,,,,,,,,
6/30/2010,0.453584237,,nan,,,,,,,,,,,,
3/31/2010,0.34443872,,nan,,,,,,,,,,,,
12/31/2009,0.320700043,,nan,,,,,,,,,,,,
9/30/2009,0.34,,nan,,,,,,,,,,,,
6/30/2009,0.36,,nan,,,,,,,,,,,,
3/31/2009,0.27,,nan,,,,,,,,,,,,
12/31/2008,0.39,,nan,,,,,,,,,,,,
9/30/2008,0.5,,nan,,,,,,,,,,,,
6/30/2008,0.47,,nan,,,,,,,,,,,,
3/31/2008,0.43,,nan,,,,,,,,,,,,
12/31/2007,0.36,,nan,,,,,,,,,,,,
9/28/2007,0.51,,nan,,,,,,,,,,,,
6/29/2007,0.34,,nan,,,,,,,,,,,,
3/30/2007,0.29,,nan,,,,,,,,,,,,
12/29/2006,0.255,,nan,,,,,,,,,,,,
9/29/2006,0.245,,nan,,,,,,,,,,,,
6/30/2006,0.41,,nan,,,,,,,,,,,,
3/31/2006,0.16,,nan,,,,,,,,,,,,
12/30/2005,0.175,,nan,,,,,,,,,,,,
9/30/2005,0.16,,nan,,,,,,,,,,,,
6/30/2005,0.28,,nan,,,,,,,,,,,,
3/31/2005,0.185,,nan,,,,,,,,,,,,
12/31/2004,0.171666667,,nan,,,,,,,,,,,,
9/30/2004,0.095,,nan,,,,,,,,,,,,
6/30/2004,0.118333333,,nan,,,,,,,,,,,,
3/31/2004,0.131666667,,nan,,,,,,,,,,,,
12/31/2003,0.108333333,,nan,,,,,,,,,,,,
9/30/2003,0.025,,nan,,,,,,,,,,,,
6/30/2003,-0.001666667,,nan,,,,,,,,,,,,
3/31/2003,0.066666667,,nan,,,,,,,,,,,,
12/31/2002,0.091666667,,nan,,,,,,,,,,,,
9/30/2002,0.046666667,,nan,,,,,,,,,,,,
6/28/2002,0.21,,nan,,,,,,,,,,,,
3/28/2002,0.196666667,,nan,,,,,,,,,,,,
12/31/2001,0.198333333,,nan,,,,,,,,,,,,
9/28/2001,0.238906667,,nan,,,,,,,,,,,,
6/29/2001,0.207286667,,nan,,,,,,,,,,,,
3/30/2001,0.193233333,,nan,,,,,,,,,,,,
12/29/2000,0.166883333,,nan,,,,,,,,,,,,
9/29/2000,0.145803333,,nan,,,,,,,,,,,,
6/30/2000,0.407546667,,nan,,,,,,,,,,,,
3/31/2000,0.08432,,nan,,,,,,,,,,,,
12/31/1999,0.093103333,,nan,,,,,,,,,,,,
9/30/1999,0.240663333,,nan,,,,,,,,,,,,
6/30/1999,0.12648,,nan,,,,,,,,,,,,
3/31/1999,0.03162,,nan,,,,,,,,,,,,
12/31/1998,0.080806667,,nan,,,,,,,,,,,,
9/30/1998,0.13702,,nan,,,,,,,,,,,,
6/30/1998,0.075536667,,nan,,,,,,,,,,,,
3/31/1998,0.08432,,nan,,,,,,,,,,,,
12/31/1997,0.03689,,nan,,,,,,,,,,,,
9/30/1997,0.072023333,,nan,,,,,,,,,,,,
6/30/1997,0.07378,,nan,,,,,,,,,,,,
3/31/1997,0.0527,,nan,,,,,,,,,,,,
12/31/1996,0.077293333,,nan,,,,,,,,,,,,
9/30/1996,0.129993333,,nan,,,,,,,,,,,,
