CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_3,Q_EPS_Projections_Date_3,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19
,1/27/2021,12/31/2020,0.96,0.96,,0.81,,0.81,,0.81,,,,,,,,,,,,
,11/12/2020,9/30/2020,0.82,0.91,,0.81,,0.82,,0.8,,,,,,,,,,,,
,7/29/2020,6/30/2020,0.83,0.78,,0.69,,0.76,,0.91,,,,,,,,,,,,
,4/29/2020,3/31/2020,0.66,0.73,,0.74,,0.75,,0.73,,,,,,,,,,,,
,1/29/2020,12/31/2019,0.85,0.84,,0.77,,0.77,,0.82,,,,,,,,,,,,
,11/13/2019,9/30/2019,0.207235068,0.88,,0.84,,0.83,,0.81,0.82,,,,,,,,,,,
,7/31/2019,6/28/2019,0.882818104,0.89,,0.8,,0.81,,0.8,0.79,,,,,,,,,,,
,5/1/2019,3/29/2019,0.998678217,0.7,,0.63,,0.64,,0.6,0.62,,,,,,,,,,,
,1/30/2019,12/31/2018,0.745076819,0.7,,0.62,,0.65,,0.66,0.65,,,,,,,,,,,
,11/7/2018,9/28/2018,0.511135956,0.75,,0.74,,0.73,,0.72,0.81,,,,,,,,,,,
,8/1/2018,6/29/2018,0.590920376,0.71,,0.65,,0.64,,0.59,0.65,,,,,,,,,,,
,5/2/2018,3/29/2018,0.506855116,0.54,,0.51,,0.56,,,,,,,,,,,,,,
,1/31/2018,12/29/2017,0.809389011,0.65,,0.53,,0.58,,,,,,,,,,,,,,
,11/8/2017,9/29/2017,0.601245508,,,0.61,,0.68,,0.67,,,,,,,,,,,,
,8/2/2017,6/30/2017,0.515517271,,,0.54,,0.55,,0.56,0.46,,,,,,,,,,,
,5/3/2017,3/31/2017,0.460991934,,,0.46,,0.45,,,,,,,,,,,,,,
,2/1/2017,12/30/2016,0.456823459,,,0.47,,,,,,,,,,,,,,,,
,,9/30/2016,0.534523646,,,0.6,,,,,,,,,,,,,,,,
,,6/24/2016,0.43836154,,,0.5,,,,,,,,,,,,,,,,
,,3/24/2016,0.063317042,,,0.35,,,,,,,,,,,,,,,,
,,12/24/2015,0.388657535,,,0.39,,,,,,,,,,,,,,,,
,,9/25/2015,-0.529059587,,,0.5,,,,,,,,,,,,,,,,
,,6/26/2015,0.431076457,,,0.43,,,,,,,,,,,,,,,,
,,3/27/2015,0.308102328,,,0.31,,,,,,,,,,,,,,,,
,,12/26/2014,0.405231969,,,0.35,,,,,,,,,,,,,,,,
,,9/26/2014,0.351615163,,,0.35,,,,,,,,,,,,,,,,
,,6/27/2014,0.408211081,,,0.42,,,,,,,,,,,,,,,,
,,3/31/2014,0.482559732,,,0.39,,,,,,,,,,,,,,,,
,,12/27/2013,0.419920674,,,0.37,,,,,,,,,,,,,,,,
,,9/27/2013,0.388571076,,,0.36,,,,,,,,,,,,,,,,
,,6/28/2013,-1.209048001,,,-0.41,,,,,,,,,,,,,,,,
,,3/28/2013,0.379093353,,,0.4,,,,,,,,,,,,,,,,
,,12/28/2012,0.405894007,,,0.41,,,,,,,,,,,,,,,,
,,9/28/2012,0.472575936,,,,,,,,,,,,,,,,,,,
,,6/29/2012,0.452702597,,,,,,,,,,,,,,,,,,,
,,3/30/2012,0.349185954,,,,,,,,,,,,,,,,,,,
,,12/30/2011,0.358501934,,,,,,,,,,,,,,,,,,,
,,9/30/2011,0.419938279,,,,,,,,,,,,,,,,,,,
,,6/30/2011,0.378793657,,,,,,,,,,,,,,,,,,,
,,3/31/2011,0.278020494,,,,,,,,,,,,,,,,,,,
,,12/31/2010,0.357141713,,,,,,,,,,,,,,,,,,,
,,9/30/2010,5.97E-06,,,,,,,,,,,,,,,,,,,
,,6/30/2010,0.33191811,,,,,,,,,,,,,,,,,,,
,,3/31/2010,0.230488354,,,,,,,,,,,,,,,,,,,
,,12/31/2009,0.301325517,,,,,,,,,,,,,,,,,,,
,,9/30/2009,0.331071804,,,,,,,,,,,,,,,,,,,
,,6/30/2009,0.507478563,,,,,,,,,,,,,,,,,,,
,,3/31/2009,0.316170542,,,,,,,,,,,,,,,,,,,
,,12/31/2008,0.270559934,,,,,,,,,,,,,,,,,,,
,,9/30/2008,0.239174348,,,,,,,,,,,,,,,,,,,
,,6/30/2008,0.21141088,,,,,,,,,,,,,,,,,,,
,,3/31/2008,0.178471615,,,,,,,,,,,,,,,,,,,
,,12/31/2007,0.161903126,,,,,,,,,,,,,,,,,,,
,,9/28/2007,0.202658494,,,,,,,,,,,,,,,,,,,
,,6/29/2007,0.135184962,,,,,,,,,,,,,,,,,,,
,,3/30/2007,0.155070408,,,,,,,,,,,,,,,,,,,
,,12/29/2006,0.139189119,,,,,,,,,,,,,,,,,,,
,,9/29/2006,0.157387134,,,,,,,,,,,,,,,,,,,
,,6/30/2006,0.129890179,,,,,,,,,,,,,,,,,,,
,,3/31/2006,-2.186201296,,,,,,,,,,,,,,,,,,,
,,12/30/2005,0.138705092,,,,,,,,,,,,,,,,,,,
,,9/30/2005,-0.199709127,,,,,,,,,,,,,,,,,,,
,,6/30/2005,0.158003394,,,,,,,,,,,,,,,,,,,
,,3/31/2005,0.226729313,,,,,,,,,,,,,,,,,,,
,,12/31/2004,0.225490025,,,,,,,,,,,,,,,,,,,
,,9/30/2004,0.270100325,,,,,,,,,,,,,,,,,,,
,,6/30/2004,0.246246835,,,,,,,,,,,,,,,,,,,
,,3/31/2004,0.206156733,,,,,,,,,,,,,,,,,,,
,,12/31/2003,-1.92415235,,,,,,,,,,,,,,,,,,,
,,9/30/2003,0.130358053,,,,,,,,,,,,,,,,,,,
,,6/30/2003,0.146736472,,,,,,,,,,,,,,,,,,,
,,3/31/2003,0.096496496,,,,,,,,,,,,,,,,,,,
,,12/31/2002,0.205366357,,,,,,,,,,,,,,,,,,,
,,9/30/2002,0.268836802,,,,,,,,,,,,,,,,,,,
,,6/28/2002,-0.074736986,,,,,,,,,,,,,,,,,,,
,,3/28/2002,0.196878796,,,,,,,,,,,,,,,,,,,
,,12/31/2001,0.173985702,,,,,,,,,,,,,,,,,,,
,,9/28/2001,0.278659579,,,,,,,,,,,,,,,,,,,
,,6/29/2001,0.188485655,,,,,,,,,,,,,,,,,,,
,,3/30/2001,0.157977637,,,,,,,,,,,,,,,,,,,
,,12/29/2000,0.149697162,,,,,,,,,,,,,,,,,,,
,,9/29/2000,0.215894466,,,,,,,,,,,,,,,,,,,
,,6/30/2000,0.211807199,,,,,,,,,,,,,,,,,,,
,,3/31/2000,0.164582431,,,,,,,,,,,,,,,,,,,
,,12/31/1999,0.141375987,,,,,,,,,,,,,,,,,,,
,,9/30/1999,0.175536354,,,,,,,,,,,,,,,,,,,
,,6/30/1999,0.150489028,,,,,,,,,,,,,,,,,,,
,,3/31/1999,0.124906755,,,,,,,,,,,,,,,,,,,
,,12/31/1998,0.112396648,,,,,,,,,,,,,,,,,,,
,,10/2/1998,0.219421919,,,,,,,,,,,,,,,,,,,
,,6/26/1998,0.188109996,,,,,,,,,,,,,,,,,,,
,,3/27/1998,0.156133444,,,,,,,,,,,,,,,,,,,
,,12/26/1997,0.140493861,,,,,,,,,,,,,,,,,,,
,,9/26/1997,0.179508654,,,,,,,,,,,,,,,,,,,
,,6/27/1997,0.151423229,,,,,,,,,,,,,,,,,,,
,,3/27/1997,0.125606823,,,,,,,,,,,,,,,,,,,
,,12/27/1996,0.11311054,,,,,,,,,,,,,,,,,,,
,,9/27/1996,0.172812449,,,,,,,,,,,,,,,,,,,
,,6/28/1996,0.144183236,,,,,,,,,,,,,,,,,,,
,,3/29/1996,0.126696084,,,,,,,,,,,,,,,,,,,
,,12/29/1995,0.114704053,,,,,,,,,,,,,,,,,,,
,,9/29/1995,0.176079005,,,,,,,,,,,,,,,,,,,
,,6/30/1995,0.140727622,,,,,,,,,,,,,,,,,,,
,,3/31/1995,0.12551119,,,,,,,,,,,,,,,,,,,
